board_size,mcts_expansion_depth,mcts_expansion_epsilon,mcts_iterations,rollout_runs,trial_number,steps,reward_for_white_player,reward_for_black_player,knowledge_graph_nodes,knowledge_graph_total_rollouts
3,3,1.0,3,10,70,17,10,0,8768,443420
3,3,1.0,3,10,71,32,0,10,9009,462040
3,3,1.0,3,10,72,18,0,0,9141,468760
3,3,1.0,3,10,73,13,10,0,9229,472690
3,3,1.0,3,10,74,16,0,10,9346,478210
3,3,1.0,3,10,75,21,10,0,9503,487040
3,3,1.0,3,10,76,24,0,10,9680,498150
3,3,1.0,3,10,77,13,0,0,9771,502050
3,3,1.0,3,10,78,18,0,10,9902,508810
3,3,1.0,3,10,79,13,10,0,9997,512750
3,3,1.0,3,10,80,15,10,0,10105,517700
3,3,1.0,3,10,81,17,10,0,10231,523790
3,3,1.0,3,10,82,11,10,0,10306,526760
3,3,1.0,3,10,83,15,10,0,10411,531680
3,3,1.0,3,10,84,14,0,10,10506,536100
3,3,1.0,3,10,85,14,0,10,10603,540490
3,3,1.0,3,10,86,17,10,0,10728,546610
3,3,1.0,3,10,87,15,10,0,10830,551540
3,3,1.0,3,10,88,17,10,0,10957,557700
3,3,1.0,3,10,89,24,0,10,11138,568840
3,3,1.0,3,10,90,11,10,0,11215,571830
3,3,1.0,3,10,91,30,0,10,11427,588370
3,3,1.0,3,10,92,13,10,0,11511,592240
3,3,1.0,3,10,93,17,0,0,11626,598290
3,3,1.0,3,10,94,29,0,0,11826,613820
3,3,1.0,3,10,95,19,10,0,11958,621180
3,3,1.0,3,10,96,14,0,10,12043,625620
3,3,1.0,3,10,97,13,10,0,12140,629550
3,3,1.0,3,10,98,8,0,10,12188,631400
3,3,1.0,3,10,99,14,0,10,12292,635810
