board_size,mcts_expansion_depth,mcts_expansion_epsilon,mcts_iterations,rollout_runs,starting_player,rollout_policy,trial_number,steps,reward_for_white_player,reward_for_black_player
3,3,0.9,5,16,white,23,27,0,0
3,3,0.9,5,16,white,24,13,0,0
3,3,0.9,5,16,white,25,19,10,0
3,3,0.9,5,16,white,26,15,10,0
3,3,0.9,5,16,white,27,17,10,0
3,3,0.9,5,16,white,28,14,0,0
3,3,0.9,5,16,white,29,11,10,0
3,3,0.9,5,16,white,30,13,10,0
3,3,0.9,5,16,white,31,10,0,0
3,3,0.9,5,16,white,32,16,0,0
3,3,0.9,5,16,white,33,21,10,0
3,3,0.9,5,16,white,34,11,10,0
3,3,0.9,5,16,white,35,13,10,0
3,3,0.9,5,16,white,36,12,0,0
3,3,0.9,5,16,white,37,21,10,0
3,3,0.9,5,16,white,38,19,10,0
3,3,0.9,5,16,white,39,12,0,0
3,3,0.9,5,16,white,40,12,0,0
3,3,0.9,5,16,white,41,15,10,0
3,3,0.9,5,16,white,42,13,10,0
3,3,0.9,5,16,white,43,15,10,0
3,3,0.9,5,16,white,44,17,10,0
3,3,0.9,5,16,white,45,17,10,0
3,3,0.9,5,16,white,46,15,10,0
3,3,0.9,5,16,white,47,14,0,0
3,3,0.9,5,16,white,48,11,10,0
3,3,0.9,5,16,white,49,18,0,0
