board_size,mcts_expansion_depth,mcts_expansion_epsilon,mcts_iterations,rollout_runs,starting_player,rollout_policy,trial_number,steps,reward_for_white_player,reward_for_black_player
3,3,0.9,5,16,white,0,9,10,0
3,3,0.9,5,16,white,1,11,10,0
3,3,0.9,5,16,white,2,13,10,0
3,3,0.9,5,16,white,3,20,0,0
3,3,0.9,5,16,white,4,16,0,0
3,3,0.9,5,16,white,5,22,0,0
3,3,0.9,5,16,white,6,23,10,0
3,3,0.9,5,16,white,7,13,10,0
3,3,0.9,5,16,white,8,13,10,0
3,3,0.9,5,16,white,9,18,0,0
3,3,0.9,5,16,white,10,12,0,0
3,3,0.9,5,16,white,11,14,0,0
3,3,0.9,5,16,white,12,23,0,0
3,3,0.9,5,16,white,13,13,10,0
3,3,0.9,5,16,white,14,19,10,0
3,3,0.9,5,16,white,15,14,0,0
3,3,0.9,5,16,white,16,18,0,0
3,3,0.9,5,16,white,17,13,10,0
3,3,0.9,5,16,white,18,15,10,0
3,3,0.9,5,16,white,19,13,10,0
3,3,0.9,5,16,white,20,17,10,0
3,3,0.9,5,16,white,21,17,10,0
3,3,0.9,5,16,white,22,25,10,0
3,3,0.9,5,16,white,23,21,10,0
3,3,0.9,5,16,white,24,22,0,0
3,3,0.9,5,16,white,25,13,0,0
3,3,0.9,5,16,white,26,17,10,0
3,3,0.9,5,16,white,27,11,10,0
3,3,0.9,5,16,white,28,9,10,0
3,3,0.9,5,16,white,29,10,0,0
3,3,0.9,5,16,white,30,13,10,0
3,3,0.9,5,16,white,31,11,10,0
3,3,0.9,5,16,white,32,15,10,0
3,3,0.9,5,16,white,33,12,0,0
3,3,0.9,5,16,white,34,18,0,0
3,3,0.9,5,16,white,35,13,10,0
3,3,0.9,5,16,white,36,13,10,0
3,3,0.9,5,16,white,37,21,10,0
3,3,0.9,5,16,white,38,19,10,0
3,3,0.9,5,16,white,39,17,10,0
3,3,0.9,5,16,white,40,13,10,0
3,3,0.9,5,16,white,41,11,10,0
3,3,0.9,5,16,white,42,16,0,0
3,3,0.9,5,16,white,43,13,10,0
3,3,0.9,5,16,white,44,17,10,0
3,3,0.9,5,16,white,45,15,10,0
3,3,0.9,5,16,white,46,31,10,0
3,3,0.9,5,16,white,47,12,0,0
3,3,0.9,5,16,white,48,21,10,0
3,3,0.9,5,16,white,49,16,0,0
3,3,0.9,5,16,white,0,18,0,0
3,3,0.9,5,16,white,1,14,0,0
3,3,0.9,5,16,white,2,13,10,0
3,3,0.9,5,16,white,3,12,0,0
3,3,0.9,5,16,white,4,16,0,0
3,3,0.9,5,16,white,5,23,10,0
3,3,0.9,5,16,white,6,18,0,0
3,3,0.9,5,16,white,7,12,0,0
3,3,0.9,5,16,white,8,11,10,0
3,3,0.9,5,16,white,9,13,10,0
3,3,0.9,5,16,white,10,11,10,0
3,3,0.9,5,16,white,11,23,10,0
3,3,0.9,5,16,white,12,13,10,0
3,3,0.9,5,16,white,13,16,0,0
3,3,0.9,5,16,white,14,17,10,0
3,3,0.9,5,16,white,15,16,0,0
3,3,0.9,5,16,white,16,13,10,0
3,3,0.9,5,16,white,17,12,0,0
3,3,0.9,5,16,white,18,16,0,0
3,3,0.9,5,16,white,19,11,10,0
3,3,0.9,5,16,white,20,17,10,0
3,3,0.9,5,16,white,21,16,0,0
3,3,0.9,5,16,white,22,25,10,0
3,3,0.9,5,16,white,23,15,0,0
3,3,0.9,5,16,white,24,10,0,0
3,3,0.9,5,16,white,25,9,10,0
3,3,0.9,5,16,white,26,14,0,0
3,3,0.9,5,16,white,27,17,10,0
3,3,0.9,5,16,white,28,13,10,0
3,3,0.9,5,16,white,29,13,10,0
3,3,0.9,5,16,white,30,15,10,0
3,3,0.9,5,16,white,31,10,0,0
3,3,0.9,5,16,white,32,15,10,0
3,3,0.9,5,16,white,33,17,10,0
3,3,0.9,5,16,white,34,14,0,0
3,3,0.9,5,16,white,35,14,0,0
3,3,0.9,5,16,white,36,16,0,0
3,3,0.9,5,16,white,37,11,10,0
3,3,0.9,5,16,white,38,17,10,0
3,3,0.9,5,16,white,39,18,0,0
3,3,0.9,5,16,white,40,24,0,0
3,3,0.9,5,16,white,41,14,0,0
3,3,0.9,5,16,white,42,23,10,0
3,3,0.9,5,16,white,43,10,0,0
3,3,0.9,5,16,white,44,10,0,0
3,3,0.9,5,16,white,45,20,0,0
3,3,0.9,5,16,white,46,17,10,0
3,3,0.9,5,16,white,47,14,0,0
3,3,0.9,5,16,white,48,15,10,0
3,3,0.9,5,16,white,49,16,0,0
3,3,0.9,5,16,white,0,15,10,0
3,3,0.9,5,16,white,1,19,10,0
3,3,0.9,5,16,white,2,10,0,0
3,3,0.9,5,16,white,3,12,0,0
3,3,0.9,5,16,white,4,16,0,0
3,3,0.9,5,16,white,5,21,10,0
3,3,0.9,5,16,white,6,11,10,0
3,3,0.9,5,16,white,7,11,10,0
3,3,0.9,5,16,white,8,17,10,0
3,3,0.9,5,16,white,9,12,0,0
3,3,0.9,5,16,white,10,9,10,0
3,3,0.9,5,16,white,11,11,10,0
3,3,0.9,5,16,white,12,13,10,0
3,3,0.9,5,16,white,13,14,0,0
3,3,0.9,5,16,white,14,17,0,0
3,3,0.9,5,16,white,15,13,10,0
3,3,0.9,5,16,white,16,15,10,0
3,3,0.9,5,16,white,17,15,10,0
3,3,0.9,5,16,white,18,14,0,0
3,3,0.9,5,16,white,19,21,10,0
3,3,0.9,5,16,white,20,9,10,0
3,3,0.9,5,16,white,21,18,0,0
3,3,0.9,5,16,white,22,17,10,0
