board_size,starting_player,trial_number,steps,reward_for_white_player,reward_for_black_player
3,white,271,18,0,0
3,white,272,20,0,10
3,white,273,16,0,0
3,white,274,16,0,10
3,white,275,16,0,0
3,white,276,20,0,10
3,white,277,28,0,0
3,white,278,23,10,0
3,white,279,19,0,0
3,white,280,21,10,0
3,white,281,21,0,0
3,white,282,28,0,0
3,white,283,14,0,0
3,white,284,18,0,0
3,white,285,22,0,0
3,white,286,25,0,0
3,white,287,26,0,0
3,white,288,22,0,0
3,white,289,11,10,0
3,white,290,16,0,0
3,white,291,22,0,10
3,white,292,25,0,0
3,white,293,18,0,10
3,white,294,18,0,10
3,white,295,12,0,10
3,white,296,11,10,0
3,white,297,15,0,0
3,white,298,11,10,0
3,white,299,17,10,0
3,black,0,22,0,0
3,black,1,14,0,0
3,black,2,26,10,0
3,black,3,11,0,10
3,black,4,14,0,0
3,black,5,16,10,0
3,black,6,20,10,0
3,black,7,12,10,0
3,black,8,22,10,0
3,black,9,18,10,0
3,black,10,18,10,0
3,black,11,31,0,0
3,black,12,13,0,10
3,black,13,14,10,0
3,black,14,32,0,0
3,black,15,11,0,0
3,black,16,28,10,0
3,black,17,10,0,0
3,black,18,24,0,0
3,black,19,25,0,0
3,black,20,21,0,10
3,black,21,23,0,10
3,black,22,19,0,10
3,black,23,28,0,0
3,black,24,20,10,0
3,black,25,18,10,0
3,black,26,17,0,0
3,black,27,21,0,10
3,black,28,29,0,0
3,black,29,20,0,0
3,black,30,16,10,0
3,black,31,33,0,10
3,black,32,14,0,0
3,black,33,23,0,0
3,black,34,27,0,0
3,black,35,23,0,10
3,black,36,32,0,0
3,black,37,12,0,0
3,black,38,14,10,0
3,black,39,12,0,0
3,black,40,17,0,0
3,black,41,12,10,0
3,black,42,21,0,10
3,black,43,16,0,0
3,black,44,15,0,0
3,black,45,15,0,0
3,black,46,21,0,10
3,black,47,14,0,0
3,black,48,20,10,0
3,black,49,19,0,10
3,black,50,23,0,10
3,black,51,19,0,0
3,black,52,17,0,10
3,black,53,16,10,0
3,black,54,18,0,0
3,black,55,13,0,0
3,black,56,19,0,10
3,black,57,14,10,0
3,black,58,25,0,0
3,black,59,16,0,0
3,black,60,12,0,0
3,black,61,20,0,0
3,black,62,18,10,0
3,black,63,23,0,0
3,black,64,17,0,10
3,black,65,14,0,0
3,black,66,13,0,10
3,black,67,14,10,0
3,black,68,15,0,0
3,black,69,20,0,0
3,black,70,23,0,0
3,black,71,18,10,0
3,black,72,23,0,0
3,black,73,23,0,10
3,black,74,14,0,0
3,black,75,15,0,0
3,black,76,28,10,0
3,black,77,17,0,0
3,black,78,25,0,0
3,black,79,23,0,10
3,black,80,23,0,10
3,black,81,15,0,0
3,black,82,30,10,0
3,black,83,31,0,0
3,black,84,22,10,0
3,black,85,19,0,0
3,black,86,31,0,10
3,black,87,14,10,0
3,black,88,14,10,0
3,black,89,14,10,0
3,black,90,11,0,10
3,black,91,33,0,0
3,black,92,27,0,10
3,black,93,27,0,0
3,black,94,19,0,10
3,black,95,15,0,0
3,black,96,26,0,0
3,black,97,13,0,0
3,black,98,28,0,0
3,black,99,19,0,0
3,black,100,20,0,0
3,black,101,20,10,0
3,black,102,15,0,10
3,black,103,17,0,0
3,black,104,22,0,0
3,black,105,11,0,10
3,black,106,17,0,10
3,black,107,15,0,0
3,black,108,18,10,0
3,black,109,19,0,0
3,black,110,27,0,10
3,black,111,14,10,0
3,black,112,26,0,0
3,black,113,11,0,10
3,black,114,12,10,0
3,black,115,17,0,0
3,black,116,22,0,0
3,black,117,18,0,0
3,black,118,28,10,0
3,black,119,21,0,10
3,black,120,25,0,0
3,black,121,15,0,0
3,black,122,19,0,10
3,black,123,21,0,10
3,black,124,14,10,0
3,black,125,25,0,10
3,black,126,14,0,0
3,black,127,19,0,0
3,black,128,26,0,0
3,black,129,17,0,0
3,black,130,19,0,0
3,black,131,20,0,0
3,black,132,29,0,10
3,black,133,20,10,0
3,black,134,19,0,10
3,black,135,11,0,0
3,black,136,29,0,10
3,black,137,19,0,0
3,black,138,21,0,0
3,black,139,23,0,0
3,black,140,10,10,0
3,black,141,23,0,10
3,black,142,28,0,0
3,black,143,21,0,10
3,black,144,22,10,0
3,black,145,16,10,0
3,black,146,22,10,0
3,black,147,21,0,0
3,black,148,21,0,0
3,black,149,21,0,0
3,black,150,20,0,0
3,black,151,14,10,0
3,black,152,12,0,0
3,black,153,20,0,0
3,black,154,21,0,10
3,black,155,19,0,0
3,black,156,15,0,10
3,black,157,17,0,0
3,black,158,19,0,0
3,black,159,23,0,10
3,black,160,32,10,0
3,black,161,11,0,10
3,black,162,17,0,10
3,black,163,38,0,0
3,black,164,17,0,0
3,black,165,23,0,0
3,black,166,20,0,0
3,black,167,16,0,0
3,black,168,21,0,10
3,black,169,18,0,0
3,black,170,17,0,0
3,black,171,17,0,0
3,black,172,22,10,0
3,black,173,29,0,10
3,black,174,23,0,10
3,black,175,11,0,0
3,black,176,32,0,0
3,black,177,16,10,0
3,black,178,15,0,0
3,black,179,32,0,0
3,black,180,17,0,0
3,black,181,34,10,0
3,black,182,38,0,0
3,black,183,18,0,0
3,black,184,22,10,0
3,black,185,15,0,10
3,black,186,16,10,0
3,black,187,13,0,0
3,black,188,12,10,0
3,black,189,24,0,0
3,black,190,18,10,0
3,black,191,19,0,10
3,black,192,14,0,0
3,black,193,21,0,10
3,black,194,15,0,10
3,black,195,19,0,10
3,black,196,13,0,0
3,black,197,26,10,0
3,black,198,21,0,10
3,black,199,19,0,0
3,black,200,15,0,0
3,black,201,12,10,0
3,black,202,20,10,0
3,black,203,16,10,0
3,black,204,14,0,0
3,black,205,16,0,0
3,black,206,15,0,0
3,black,207,21,0,0
3,black,208,13,0,10
3,black,209,13,0,10
3,black,210,23,0,10
3,black,211,20,0,0
3,black,212,18,0,0
3,black,213,18,10,0
3,black,214,16,0,0
3,black,215,19,0,0
3,black,216,29,0,10
3,black,217,16,0,0
3,black,218,11,0,10
3,black,219,13,0,0
3,black,220,18,0,0
3,black,221,16,10,0
3,black,222,14,10,0
3,black,223,27,0,10
3,black,224,19,0,10
3,black,225,28,10,0
3,black,226,26,0,0
3,black,227,23,0,0
3,black,228,12,0,0
3,black,229,20,10,0
3,black,230,22,0,0
3,black,231,13,0,10
3,black,232,15,0,0
3,black,233,33,0,0
3,black,234,17,0,10
3,black,235,17,0,10
3,black,236,19,0,10
3,black,237,16,0,0
3,black,238,15,0,10
3,black,239,31,0,0
3,black,240,36,0,0
3,black,241,18,10,0
3,black,242,22,0,0
3,black,243,21,0,0
3,black,244,16,0,0
3,black,245,13,0,10
3,black,246,15,0,10
3,black,247,17,0,0
3,black,248,19,0,0
3,black,249,14,10,0
3,black,250,14,0,0
3,black,251,25,0,10
3,black,252,12,0,0
3,black,253,28,0,0
3,black,254,10,10,0
3,black,255,13,0,0
3,black,256,20,10,0
3,black,257,24,10,0
3,black,258,19,0,10
3,black,259,17,0,0
3,black,260,17,0,0
3,black,261,16,10,0
3,black,262,28,0,0
3,black,263,32,0,0
3,black,264,36,10,0
3,black,265,18,0,0
3,black,266,19,0,0
3,black,267,12,0,0
3,black,268,20,0,0
3,black,269,32,0,0
3,black,270,30,0,0
3,black,271,22,0,0
3,black,272,17,0,0
3,black,273,19,0,10
3,black,274,23,0,10
3,black,275,18,10,0
3,black,276,28,0,0
3,black,277,17,0,0
3,black,278,22,10,0
3,black,279,17,0,0
3,black,280,12,0,0
3,black,281,17,0,0
3,black,282,19,0,0
3,black,283,21,0,0
3,black,284,15,0,0
3,black,285,20,10,0
3,black,286,23,0,10
3,black,287,14,10,0
3,black,288,17,0,10
3,black,289,25,0,10
3,black,290,15,0,10
3,black,291,22,10,0
3,black,292,22,0,0
3,black,293,15,0,0
3,black,294,12,0,0
3,black,295,26,0,0
3,black,296,23,0,10
3,black,297,14,0,0
3,black,298,27,0,0
3,black,299,26,0,0
4,white,0,21,0,0
4,white,1,25,17,0
4,white,2,37,0,0
4,white,3,40,0,17
4,white,4,41,0,0
4,white,5,39,17,0
4,white,6,35,0,0
4,white,7,28,0,17
4,white,8,38,0,17
4,white,9,31,17,0
4,white,10,42,0,17
4,white,11,45,0,0
4,white,12,31,0,0
4,white,13,40,0,17
4,white,14,28,0,0
4,white,15,34,0,17
4,white,16,30,0,0
4,white,17,30,0,17
4,white,18,51,17,0
4,white,19,35,0,0
4,white,20,21,0,0
4,white,21,29,0,0
4,white,22,23,17,0
4,white,23,38,0,17
4,white,24,53,0,0
4,white,25,37,17,0
4,white,26,38,0,0
4,white,27,38,0,17
4,white,28,39,0,0
4,white,29,40,0,0
4,white,30,34,0,0
4,white,31,25,17,0
4,white,32,29,0,0
4,white,33,35,0,0
4,white,34,47,17,0
4,white,35,29,0,0
4,white,36,31,0,0
4,white,37,57,17,0
4,white,38,38,0,0
4,white,39,36,0,17
4,white,40,48,0,17
4,white,41,30,0,0
4,white,42,34,0,0
4,white,43,29,17,0
4,white,44,32,0,17
4,white,45,57,17,0
4,white,46,49,0,0
4,white,47,42,0,0
4,white,48,44,0,0
4,white,49,39,0,0
4,white,50,42,0,0
4,white,51,32,0,17
4,white,52,29,17,0
4,white,53,60,0,0
4,white,54,41,17,0
4,white,55,45,17,0
4,white,56,42,0,17
4,white,57,57,17,0
4,white,58,46,0,0
4,white,59,37,17,0
4,white,60,37,17,0
4,white,61,33,17,0
4,white,62,27,17,0
4,white,63,55,0,0
4,white,64,44,0,0
4,white,65,26,0,17
4,white,66,39,0,0
4,white,67,36,0,17
4,white,68,31,0,0
4,white,69,36,0,17
4,white,70,23,17,0
4,white,71,25,0,0
4,white,72,38,0,17
4,white,73,24,0,17
4,white,74,41,0,0
4,white,75,41,17,0
4,white,76,36,0,0
4,white,77,46,0,17
4,white,78,53,0,0
4,white,79,37,0,0
4,white,80,43,17,0
4,white,81,35,0,0
4,white,82,42,0,0
4,white,83,43,17,0
4,white,84,46,0,17
4,white,85,22,0,0
4,white,86,46,0,17
4,white,87,42,0,17
4,white,88,46,0,17
4,white,89,21,0,0
4,white,90,50,0,0
4,white,91,40,0,17
4,white,92,51,0,0
4,white,93,51,0,0
4,white,94,31,0,0
4,white,95,57,17,0
4,white,96,51,17,0
4,white,97,45,17,0
4,white,98,38,0,0
4,white,99,31,17,0
4,white,100,32,0,0
4,white,101,59,17,0
4,white,102,40,0,17
4,white,103,36,0,17
4,white,104,34,0,0
4,white,105,35,17,0
4,white,106,55,0,0
4,white,107,29,17,0
4,white,108,40,0,17
4,white,109,46,0,0
4,white,110,47,0,0
4,white,111,38,0,0
4,white,112,28,0,0
4,white,113,46,0,17
4,white,114,30,0,17
4,white,115,46,0,0
4,white,116,57,0,0
4,white,117,27,17,0
4,white,118,47,17,0
4,white,119,40,0,17
4,white,120,58,0,0
4,white,121,45,17,0
4,white,122,26,0,0
4,white,123,31,17,0
4,white,124,33,17,0
4,white,125,34,0,17
4,white,126,32,0,17
4,white,127,36,0,0
4,white,128,61,17,0
4,white,129,46,0,0
4,white,130,25,17,0
4,white,131,30,0,0
4,white,132,53,0,0
4,white,133,48,0,17
4,white,134,35,0,0
4,white,135,48,0,17
4,white,136,46,0,0
4,white,137,29,17,0
4,white,138,39,17,0
4,white,139,29,17,0
4,white,140,30,0,0
4,white,141,31,17,0
4,white,142,44,0,0
4,white,143,49,17,0
4,white,144,26,0,0
4,white,145,29,0,0
4,white,146,39,17,0
4,white,147,35,17,0
4,white,148,35,17,0
4,white,149,51,0,0
4,white,150,32,0,17
4,white,151,26,0,17
4,white,152,31,0,0
4,white,153,39,0,0
4,white,154,37,0,0
4,white,155,51,0,0
4,white,156,42,0,17
4,white,157,42,0,17
4,white,158,31,0,0
4,white,159,17,0,0
4,white,160,22,0,0
4,white,161,32,0,0
4,white,162,35,0,0
4,white,163,30,0,0
4,white,164,23,17,0
4,white,165,51,0,0
4,white,166,43,17,0
4,white,167,42,0,0
4,white,168,31,0,0
4,white,169,42,0,17
4,white,170,37,0,0
4,white,171,30,0,0
4,white,172,27,17,0
4,white,173,30,0,0
4,white,174,31,17,0
4,white,175,41,0,0
4,white,176,34,0,17
4,white,177,35,17,0
4,white,178,48,0,0
4,white,179,46,0,0
4,white,180,33,0,0
4,white,181,48,0,0
4,white,182,26,0,17
4,white,183,45,0,0
4,white,184,37,17,0
4,white,185,57,0,0
4,white,186,44,0,0
4,white,187,36,0,0
4,white,188,38,0,17
4,white,189,53,17,0
4,white,190,30,0,17
4,white,191,55,0,0
4,white,192,42,0,17
4,white,193,45,0,0
4,white,194,41,17,0
4,white,195,39,17,0
4,white,196,40,0,17
4,white,197,47,0,0
4,white,198,52,0,0
4,white,199,26,0,0
4,white,200,31,17,0
4,white,201,47,17,0
4,white,202,24,0,17
4,white,203,61,0,0
4,white,204,50,0,17
4,white,205,42,0,17
4,white,206,40,0,0
4,white,207,51,0,0
4,white,208,35,0,0
4,white,209,33,17,0
4,white,210,48,0,0
4,white,211,32,0,17
4,white,212,27,0,0
4,white,213,36,0,0
4,white,214,41,0,0
4,white,215,33,17,0
4,white,216,42,0,17
4,white,217,50,0,0
4,white,218,52,0,0
4,white,219,40,0,0
4,white,220,31,0,0
4,white,221,30,0,0
4,white,222,33,0,0
4,white,223,43,0,0
4,white,224,38,0,0
4,white,225,31,0,0
4,white,226,33,17,0
4,white,227,31,0,0
4,white,228,42,0,0
4,white,229,38,0,17
4,white,230,34,0,0
4,white,231,32,0,0
4,white,232,34,0,17
4,white,233,48,0,0
4,white,234,42,0,17
4,white,235,30,0,0
4,white,236,29,17,0
4,white,237,42,0,17
4,white,238,37,17,0
4,white,239,24,0,17
4,white,240,47,0,0
4,white,241,35,17,0
4,white,242,39,17,0
4,white,243,46,0,17
4,white,244,40,0,0
4,white,245,28,0,0
4,white,246,32,0,0
4,white,247,44,0,17
4,white,248,46,0,0
4,white,249,34,0,0
4,white,250,35,17,0
4,white,251,42,0,17
4,white,252,39,0,0
4,white,253,38,0,17
4,white,254,41,0,0
4,white,255,54,0,17
4,white,256,34,0,17
4,white,257,55,17,0
4,white,258,63,17,0
4,white,259,50,0,0
4,white,260,44,0,17
4,white,261,47,0,0
4,white,262,36,0,0
4,white,263,31,0,0
4,white,264,25,17,0
4,white,265,53,0,0
4,white,266,33,17,0
4,white,267,34,0,0
4,white,268,43,0,0
4,white,269,51,0,0
4,white,270,37,0,0
4,white,271,40,0,0
4,white,272,43,0,0
4,white,273,31,17,0
4,white,274,32,0,17
4,white,275,36,0,17
4,white,276,49,0,0
4,white,277,27,0,0
4,white,278,29,0,0
4,white,279,34,0,17
4,white,280,45,0,0
4,white,281,40,0,0
4,white,282,48,0,17
4,white,283,30,0,17
4,white,284,36,0,0
4,white,285,36,0,17
4,white,286,24,0,0
4,white,287,54,0,17
4,white,288,43,17,0
4,white,289,41,17,0
4,white,290,24,0,17
4,white,291,42,0,0
4,white,292,21,17,0
4,white,293,23,0,0
4,white,294,28,0,17
4,white,295,39,0,0
4,white,296,29,0,0
4,white,297,31,17,0
4,white,298,44,0,17
4,white,299,36,0,17
4,black,0,46,0,0
4,black,1,47,0,0
4,black,2,31,0,0
4,black,3,34,0,0
4,black,4,21,0,0
4,black,5,64,0,0
4,black,6,19,0,17
4,black,7,43,0,17
4,black,8,40,17,0
4,black,9,56,0,0
4,black,10,62,0,0
4,black,11,23,0,17
4,black,12,34,17,0
4,black,13,42,0,0
4,black,14,36,17,0
4,black,15,29,0,0
4,black,16,53,0,17
4,black,17,29,0,0
4,black,18,37,0,17
4,black,19,52,0,0
4,black,20,29,0,17
4,black,21,54,0,0
4,black,22,28,17,0
4,black,23,32,17,0
4,black,24,31,0,0
4,black,25,43,0,0
4,black,26,47,0,0
4,black,27,31,0,0
4,black,28,40,0,0
4,black,29,36,17,0
4,black,30,42,0,0
4,black,31,26,17,0
4,black,32,28,17,0
4,black,33,28,0,0
4,black,34,34,17,0
4,black,35,50,0,0
4,black,36,36,0,0
4,black,37,47,0,0
4,black,38,59,0,0
4,black,39,39,0,17
4,black,40,57,0,17
4,black,41,30,17,0
4,black,42,65,0,17
4,black,43,38,0,0
4,black,44,28,17,0
4,black,45,32,0,0
4,black,46,32,0,0
4,black,47,21,0,17
4,black,48,67,0,17
4,black,49,59,0,17
4,black,50,35,0,0
4,black,51,26,17,0
4,black,52,29,0,17
4,black,53,50,0,0
4,black,54,29,0,0
4,black,55,31,0,0
4,black,56,29,0,0
4,black,57,30,0,0
4,black,58,31,0,0
4,black,59,28,17,0
4,black,60,46,0,0
4,black,61,42,17,0
4,black,62,25,0,17
4,black,63,50,0,0
4,black,64,46,17,0
4,black,65,40,17,0
4,black,66,28,0,0
4,black,67,36,0,0
4,black,68,36,17,0
4,black,69,25,0,0
4,black,70,53,0,17
4,black,71,29,0,17
4,black,72,38,0,0
4,black,73,32,17,0
4,black,74,54,17,0
4,black,75,32,0,0
4,black,76,46,17,0
4,black,77,28,0,0
4,black,78,53,0,0
4,black,79,33,0,0
4,black,80,26,0,0
4,black,81,64,17,0
4,black,82,38,0,0
4,black,83,35,0,17
4,black,84,63,0,0
4,black,85,51,0,0
4,black,86,41,0,0
4,black,87,29,0,0
4,black,88,43,0,17
4,black,89,42,17,0
4,black,90,45,0,0
4,black,91,41,0,0
4,black,92,60,17,0
4,black,93,30,0,0
4,black,94,34,17,0
4,black,95,30,17,0
4,black,96,29,0,17
4,black,97,33,0,0
4,black,98,27,0,17
4,black,99,41,0,17
4,black,100,42,0,0
4,black,101,42,17,0
4,black,102,41,0,17
4,black,103,41,0,0
4,black,104,40,0,0
4,black,105,26,17,0
4,black,106,38,0,0
4,black,107,33,0,17
4,black,108,36,0,0
4,black,109,32,17,0
4,black,110,24,0,0
4,black,111,39,0,0
4,black,112,29,0,0
4,black,113,38,17,0
4,black,114,35,0,17
4,black,115,43,0,0
4,black,116,41,0,17
4,black,117,26,17,0
4,black,118,26,0,0
4,black,119,38,0,0
4,black,120,58,0,0
4,black,121,24,0,0
4,black,122,47,0,17
4,black,123,32,0,0
4,black,124,41,0,0
4,black,125,47,0,0
4,black,126,29,0,0
4,black,127,39,0,0
4,black,128,42,0,0
4,black,129,35,0,17
4,black,130,28,0,0
4,black,131,38,17,0
4,black,132,44,0,0
4,black,133,24,17,0
4,black,134,27,0,0
4,black,135,42,17,0
4,black,136,36,0,0
4,black,137,35,0,0
4,black,138,44,0,0
4,black,139,38,0,0
4,black,140,49,0,17
4,black,141,36,0,0
4,black,142,48,0,0
4,black,143,28,17,0
4,black,144,54,0,0
4,black,145,42,17,0
4,black,146,45,0,17
4,black,147,41,0,17
4,black,148,54,17,0
4,black,149,31,0,17
4,black,150,35,0,17
4,black,151,46,17,0
4,black,152,42,0,0
4,black,153,47,0,0
4,black,154,33,0,0
4,black,155,30,17,0
4,black,156,49,0,0
4,black,157,37,0,17
4,black,158,27,0,17
4,black,159,23,0,0
4,black,160,30,0,0
4,black,161,39,0,17
4,black,162,35,0,0
4,black,163,32,0,0
4,black,164,42,0,0
4,black,165,41,0,0
4,black,166,29,0,17
4,black,167,37,0,17
4,black,168,27,0,17
4,black,169,43,0,17
4,black,170,39,0,0
4,black,171,31,0,17
4,black,172,23,0,0
4,black,173,28,17,0
4,black,174,25,0,0
4,black,175,52,0,0
4,black,176,38,17,0
4,black,177,39,0,17
4,black,178,31,0,17
4,black,179,36,0,0
4,black,180,51,0,17
4,black,181,34,0,0
4,black,182,33,0,17
4,black,183,43,0,17
4,black,184,27,0,17
4,black,185,44,0,0
4,black,186,24,17,0
4,black,187,33,0,0
4,black,188,47,0,0
4,black,189,37,0,0
4,black,190,40,0,0
4,black,191,38,0,0
4,black,192,43,0,0
4,black,193,31,0,17
4,black,194,40,0,0
4,black,195,23,0,0
4,black,196,42,17,0
4,black,197,34,0,0
4,black,198,35,0,0
4,black,199,45,0,0
4,black,200,44,0,0
4,black,201,33,0,0
4,black,202,41,0,0
4,black,203,34,17,0
4,black,204,25,0,0
4,black,205,48,17,0
4,black,206,50,0,0
4,black,207,51,0,0
4,black,208,43,0,0
4,black,209,47,0,0
4,black,210,48,0,0
4,black,211,29,0,17
4,black,212,41,0,0
4,black,213,53,0,17
4,black,214,45,0,17
4,black,215,37,0,17
4,black,216,44,0,0
4,black,217,52,0,0
4,black,218,38,17,0
4,black,219,32,17,0
4,black,220,44,17,0
4,black,221,31,0,17
4,black,222,28,0,0
4,black,223,30,17,0
4,black,224,41,0,0
4,black,225,26,0,0
4,black,226,41,0,0
4,black,227,40,17,0
4,black,228,44,17,0
4,black,229,50,17,0
4,black,230,31,0,0
4,black,231,39,0,17
4,black,232,29,0,0
4,black,233,37,0,0
4,black,234,29,0,17
4,black,235,39,0,17
4,black,236,29,0,0
4,black,237,25,0,17
4,black,238,33,0,17
4,black,239,44,17,0
4,black,240,35,0,0
4,black,241,41,0,0
4,black,242,46,17,0
4,black,243,34,0,0
4,black,244,30,0,0
4,black,245,38,0,0
4,black,246,34,0,0
4,black,247,37,0,0
4,black,248,30,0,0
4,black,249,43,0,17
4,black,250,28,17,0
4,black,251,27,0,0
4,black,252,60,17,0
4,black,253,44,0,0
4,black,254,44,0,0
4,black,255,44,0,0
4,black,256,31,0,17
4,black,257,32,0,0
4,black,258,25,0,0
4,black,259,37,0,0
