board_size,mcts_expansion_depth,mcts_expansion_epsilon,mcts_iterations,rollout_runs,trial_number,steps,reward_for_white_player,reward_for_black_player
3,3,1.0,5,8,78,24,0,0
3,3,1.0,5,8,79,21,10,0
3,3,1.0,5,8,80,15,10,0
3,3,1.0,5,8,81,10,0,0
3,3,1.0,5,8,82,19,10,0
3,3,1.0,5,8,83,23,10,0
3,3,1.0,5,8,84,20,0,0
3,3,1.0,5,8,85,16,0,0
3,3,1.0,5,8,86,20,0,0
3,3,1.0,5,8,87,13,10,0
3,3,1.0,5,8,88,17,10,0
3,3,1.0,5,8,89,11,10,0
3,3,1.0,5,8,90,17,10,0
3,3,1.0,5,8,91,12,0,0
3,3,1.0,5,8,92,13,10,0
3,3,1.0,5,8,93,15,10,0
3,3,1.0,5,8,94,30,0,0
3,3,1.0,5,8,95,21,10,0
3,3,1.0,5,8,96,11,0,0
3,3,1.0,5,8,97,10,0,0
3,3,1.0,5,8,98,11,10,0
3,3,1.0,5,8,99,7,10,0
3,3,1.0,5,32,0,9,10,0
3,3,1.0,5,32,1,16,0,0
3,3,1.0,5,32,2,12,0,0
3,3,1.0,5,32,3,10,0,0
3,3,1.0,5,32,4,14,0,0
3,3,1.0,5,32,5,9,0,0
3,3,1.0,5,32,6,11,10,0
3,3,1.0,5,32,7,15,10,0
3,3,1.0,5,32,8,18,0,0
3,3,1.0,5,32,9,11,10,0
3,3,1.0,5,32,10,21,10,0
3,3,1.0,5,32,11,18,0,0
3,3,1.0,5,32,12,13,10,0
3,3,1.0,5,32,13,18,0,10
3,3,1.0,5,32,14,10,0,0
3,3,1.0,5,32,15,10,0,0
3,3,1.0,5,32,16,17,10,0
3,3,1.0,5,32,17,11,10,0
3,3,1.0,5,32,18,17,10,0
3,3,1.0,5,32,19,17,10,0
3,3,1.0,5,32,20,15,10,0
3,3,1.0,5,32,21,15,10,0
3,3,1.0,5,32,22,14,0,0
3,3,1.0,5,32,23,20,0,0
3,3,1.0,5,32,24,12,0,0
3,3,1.0,5,32,25,16,0,0
3,3,1.0,5,32,26,11,10,0
3,3,1.0,5,32,27,11,10,0
3,3,1.0,5,32,28,18,0,0
3,3,1.0,5,32,29,20,0,0
3,3,1.0,5,32,30,15,0,0
3,3,1.0,5,32,31,20,0,10
3,3,1.0,5,32,32,11,10,0
3,3,1.0,5,32,33,17,10,0
3,3,1.0,5,32,34,19,10,0
3,3,1.0,5,32,35,11,10,0
3,3,1.0,5,32,36,15,10,0
3,3,1.0,5,32,37,13,10,0
3,3,1.0,5,32,38,11,10,0
3,3,1.0,5,32,39,24,0,10
3,3,1.0,5,32,40,18,0,0
3,3,1.0,5,32,41,10,0,0
3,3,1.0,5,32,42,15,10,0
3,3,1.0,5,32,43,18,0,10
3,3,1.0,5,32,44,23,10,0
3,3,1.0,5,32,45,12,0,0
3,3,1.0,5,32,46,16,0,0
3,3,1.0,5,32,47,29,10,0
3,3,1.0,5,32,48,17,10,0
3,3,1.0,5,32,49,18,0,0
3,3,1.0,5,32,50,13,10,0
3,3,1.0,5,32,51,14,0,0
3,3,1.0,5,32,52,20,0,0
3,3,1.0,5,32,53,23,10,0
3,3,1.0,5,32,54,17,10,0
3,3,1.0,5,32,55,21,10,0
3,3,1.0,5,32,56,18,0,0
3,3,1.0,5,32,57,13,10,0
3,3,1.0,5,32,58,10,0,10
3,3,1.0,5,32,59,17,10,0
3,3,1.0,5,32,60,15,10,0
3,3,1.0,5,32,61,14,0,10
3,3,1.0,5,32,62,13,0,0
3,3,1.0,5,32,63,23,10,0
3,3,1.0,5,32,64,17,10,0
3,3,1.0,5,32,65,18,0,0
3,3,1.0,5,32,66,15,10,0
3,3,1.0,5,32,67,12,0,0
3,3,1.0,5,32,68,16,0,0
3,3,1.0,5,32,69,19,0,0
3,3,1.0,5,32,70,19,10,0
3,3,1.0,5,32,71,9,10,0
3,3,1.0,5,32,72,15,10,0
3,3,1.0,5,32,73,21,10,0
3,3,1.0,5,32,74,15,10,0
3,3,1.0,5,32,75,13,10,0
3,3,1.0,5,32,76,18,0,0
3,3,1.0,5,32,77,19,10,0
3,3,1.0,5,32,78,15,10,0
3,3,1.0,5,32,79,21,10,0
3,3,1.0,5,32,80,15,10,0
3,3,1.0,5,32,81,24,0,10
3,3,1.0,5,32,82,12,0,0
3,3,1.0,5,32,83,11,10,0
3,3,1.0,5,32,84,23,10,0
3,3,1.0,5,32,85,16,0,0
3,3,1.0,5,32,86,13,10,0
3,3,1.0,5,32,87,16,0,0
3,3,1.0,5,32,88,18,0,0
3,3,1.0,5,32,89,15,10,0
3,3,1.0,5,32,90,17,10,0
3,3,1.0,5,32,91,19,10,0
3,3,1.0,5,32,92,16,0,0
3,3,1.0,5,32,93,21,10,0
3,3,1.0,5,32,94,12,0,0
3,3,1.0,5,32,95,12,0,0
3,3,1.0,5,32,96,12,0,0
3,3,1.0,5,32,97,17,10,0
3,3,1.0,5,32,98,10,0,0
3,3,1.0,5,32,99,13,10,0
