board_size,epsilon,gamma,alpha,starting_player,episode,trial_number,steps,reward_for_white_player,reward_for_black_player
3,0.1,0.99,0.99,white,534,0,18,0,0
3,0.1,0.99,0.99,white,535,0,9,10,0
3,0.1,0.99,0.99,white,536,0,15,0,0
3,0.1,0.99,0.99,white,537,0,12,0,10
3,0.1,0.99,0.99,white,538,0,20,0,10
3,0.1,0.99,0.99,white,539,0,15,0,0
3,0.1,0.99,0.99,white,540,0,18,0,0
3,0.1,0.99,0.99,white,541,0,12,0,0
3,0.1,0.99,0.99,white,542,0,14,0,0
3,0.1,0.99,0.99,white,543,0,22,0,10
3,0.1,0.99,0.99,white,544,0,23,0,0
3,0.1,0.99,0.99,white,545,0,12,0,0
3,0.1,0.99,0.99,white,546,0,23,0,0
3,0.1,0.99,0.99,white,547,0,22,0,10
3,0.1,0.99,0.99,white,548,0,12,0,10
3,0.1,0.99,0.99,white,549,0,17,0,0
3,0.1,0.99,0.99,white,550,0,44,0,0
3,0.1,0.99,0.99,white,551,0,12,0,10
3,0.1,0.99,0.99,white,552,0,21,0,0
3,0.1,0.99,0.99,white,553,0,18,0,10
3,0.1,0.99,0.99,white,554,0,32,0,10
3,0.1,0.99,0.99,white,555,0,16,0,10
3,0.1,0.99,0.99,white,556,0,39,0,0
3,0.1,0.99,0.99,white,557,0,13,0,0
3,0.1,0.99,0.99,white,558,0,10,0,0
3,0.1,0.99,0.99,white,559,0,10,0,0
3,0.1,0.99,0.99,white,560,0,9,10,0
3,0.1,0.99,0.99,white,561,0,28,0,10
3,0.1,0.99,0.99,white,562,0,31,10,0
3,0.1,0.99,0.99,white,563,0,28,0,0
3,0.1,0.99,0.99,white,564,0,18,0,0
3,0.1,0.99,0.99,white,565,0,11,0,0
3,0.1,0.99,0.99,white,566,0,20,0,10
3,0.1,0.99,0.99,white,567,0,30,0,10
3,0.1,0.99,0.99,white,568,0,15,0,0
3,0.1,0.99,0.99,white,569,0,13,0,0
3,0.1,0.99,0.99,white,570,0,17,0,0
3,0.1,0.99,0.99,white,571,0,17,0,0
3,0.1,0.99,0.99,white,572,0,29,10,0
3,0.1,0.99,0.99,white,573,0,29,10,0
3,0.1,0.99,0.99,white,574,0,19,10,0
3,0.1,0.99,0.99,white,575,0,16,0,10
3,0.1,0.99,0.99,white,576,0,12,0,10
3,0.1,0.99,0.99,white,577,0,18,0,0
3,0.1,0.99,0.99,white,578,0,10,0,10
3,0.1,0.99,0.99,white,579,0,20,0,0
3,0.1,0.99,0.99,white,580,0,17,10,0
3,0.1,0.99,0.99,white,581,0,38,0,10
3,0.1,0.99,0.99,white,582,0,21,10,0
3,0.1,0.99,0.99,white,583,0,10,0,0
3,0.1,0.99,0.99,white,584,0,16,0,0
3,0.1,0.99,0.99,white,585,0,16,0,10
3,0.1,0.99,0.99,white,586,0,25,0,0
3,0.1,0.99,0.99,white,587,0,14,0,0
3,0.1,0.99,0.99,white,588,0,24,0,10
3,0.1,0.99,0.99,white,589,0,18,0,10
3,0.1,0.99,0.99,white,590,0,19,0,0
3,0.1,0.99,0.99,white,591,0,29,0,0
3,0.1,0.99,0.99,white,592,0,18,0,10
3,0.1,0.99,0.99,white,593,0,27,10,0
3,0.1,0.99,0.99,white,594,0,19,0,0
3,0.1,0.99,0.99,white,595,0,19,0,0
3,0.1,0.99,0.99,white,596,0,20,0,0
3,0.1,0.99,0.99,white,597,0,21,0,0
3,0.1,0.99,0.99,white,598,0,16,0,0
3,0.1,0.99,0.99,white,599,0,25,0,0
3,0.1,0.99,0.99,white,600,0,15,0,0
3,0.1,0.99,0.99,white,601,0,14,0,10
3,0.1,0.99,0.99,white,602,0,17,0,0
3,0.1,0.99,0.99,white,603,0,16,0,10
3,0.1,0.99,0.99,white,604,0,15,10,0
3,0.1,0.99,0.99,white,605,0,11,0,0
3,0.1,0.99,0.99,white,606,0,27,10,0
3,0.1,0.99,0.99,white,607,0,52,0,0
3,0.1,0.99,0.99,white,608,0,29,0,0
3,0.1,0.99,0.99,white,609,0,24,0,10
3,0.1,0.99,0.99,white,610,0,21,0,0
3,0.1,0.99,0.99,white,611,0,18,0,0
3,0.1,0.99,0.99,white,612,0,13,0,0
3,0.1,0.99,0.99,white,613,0,21,0,0
3,0.1,0.99,0.99,white,614,0,18,0,10
3,0.1,0.99,0.99,white,615,0,26,0,10
3,0.1,0.99,0.99,white,616,0,18,0,0
3,0.1,0.99,0.99,white,617,0,16,0,10
3,0.1,0.99,0.99,white,618,0,10,0,0
3,0.1,0.99,0.99,white,619,0,41,0,0
3,0.1,0.99,0.99,white,620,0,19,0,0
3,0.1,0.99,0.99,white,621,0,15,10,0
3,0.1,0.99,0.99,white,622,0,37,10,0
3,0.1,0.99,0.99,white,623,0,24,0,10
3,0.1,0.99,0.99,white,624,0,18,0,10
3,0.1,0.99,0.99,white,625,0,24,0,10
3,0.1,0.99,0.99,white,626,0,22,0,0
3,0.1,0.99,0.99,white,627,0,17,10,0
3,0.1,0.99,0.99,white,628,0,23,0,0
3,0.1,0.99,0.99,white,629,0,10,0,10
3,0.1,0.99,0.99,white,630,0,14,0,0
3,0.1,0.99,0.99,white,631,0,18,0,0
3,0.1,0.99,0.99,white,632,0,13,0,0
3,0.1,0.99,0.99,white,633,0,14,0,10
3,0.1,0.99,0.99,white,634,0,20,0,0
3,0.1,0.99,0.99,white,635,0,20,0,10
3,0.1,0.99,0.99,white,636,0,21,0,0
3,0.1,0.99,0.99,white,637,0,11,10,0
3,0.1,0.99,0.99,white,638,0,32,0,0
3,0.1,0.99,0.99,white,639,0,15,10,0
3,0.1,0.99,0.99,white,640,0,14,0,10
3,0.1,0.99,0.99,white,641,0,23,0,0
3,0.1,0.99,0.99,white,642,0,44,0,10
3,0.1,0.99,0.99,white,643,0,17,0,0
3,0.1,0.99,0.99,white,644,0,28,0,10
3,0.1,0.99,0.99,white,645,0,37,0,0
3,0.1,0.99,0.99,white,646,0,15,0,0
3,0.1,0.99,0.99,white,647,0,21,0,0
3,0.1,0.99,0.99,white,648,0,34,0,10
3,0.1,0.99,0.99,white,649,0,15,0,0
3,0.1,0.99,0.99,white,650,0,38,0,10
3,0.1,0.99,0.99,white,651,0,19,10,0
3,0.1,0.99,0.99,white,652,0,34,0,0
3,0.1,0.99,0.99,white,653,0,20,0,0
3,0.1,0.99,0.99,white,654,0,23,10,0
3,0.1,0.99,0.99,white,655,0,23,10,0
3,0.1,0.99,0.99,white,656,0,19,0,0
3,0.1,0.99,0.99,white,657,0,21,0,0
3,0.1,0.99,0.99,white,658,0,31,0,0
3,0.1,0.99,0.99,white,659,0,25,10,0
3,0.1,0.99,0.99,white,660,0,37,0,0
3,0.1,0.99,0.99,white,661,0,23,10,0
3,0.1,0.99,0.99,white,662,0,45,10,0
3,0.1,0.99,0.99,white,663,0,27,10,0
3,0.1,0.99,0.99,white,664,0,11,0,0
3,0.1,0.99,0.99,white,665,0,15,10,0
3,0.1,0.99,0.99,white,666,0,21,10,0
3,0.1,0.99,0.99,white,667,0,11,10,0
3,0.1,0.99,0.99,white,668,0,15,10,0
3,0.1,0.99,0.99,white,669,0,28,0,0
3,0.1,0.99,0.99,white,670,0,28,0,0
3,0.1,0.99,0.99,white,671,0,15,0,0
3,0.1,0.99,0.99,white,672,0,21,0,0
3,0.1,0.99,0.99,white,673,0,24,0,10
3,0.1,0.99,0.99,white,674,0,41,10,0
3,0.1,0.99,0.99,white,675,0,24,0,10
3,0.1,0.99,0.99,white,676,0,11,10,0
3,0.1,0.99,0.99,white,677,0,19,0,0
3,0.1,0.99,0.99,white,678,0,20,0,10
3,0.1,0.99,0.99,white,679,0,16,0,10
3,0.1,0.99,0.99,white,680,0,11,10,0
3,0.1,0.99,0.99,white,681,0,34,0,0
3,0.1,0.99,0.99,white,682,0,24,0,0
3,0.1,0.99,0.99,white,683,0,11,0,0
3,0.1,0.99,0.99,white,684,0,16,0,10
3,0.1,0.99,0.99,white,685,0,19,10,0
3,0.1,0.99,0.99,white,686,0,15,10,0
3,0.1,0.99,0.99,white,687,0,31,0,0
3,0.1,0.99,0.99,white,688,0,25,10,0
3,0.1,0.99,0.99,white,689,0,21,0,0
3,0.1,0.99,0.99,white,690,0,19,10,0
3,0.1,0.99,0.99,white,691,0,16,0,0
3,0.1,0.99,0.99,white,692,0,37,0,0
3,0.1,0.99,0.99,white,693,0,28,0,0
3,0.1,0.99,0.99,white,694,0,25,0,0
3,0.1,0.99,0.99,white,695,0,35,10,0
3,0.1,0.99,0.99,white,696,0,11,10,0
3,0.1,0.99,0.99,white,697,0,31,10,0
3,0.1,0.99,0.99,white,698,0,12,0,0
3,0.1,0.99,0.99,white,699,0,21,10,0
3,0.1,0.99,0.99,white,700,0,25,10,0
3,0.1,0.99,0.99,white,701,0,21,10,0
3,0.1,0.99,0.99,white,702,0,10,0,10
3,0.1,0.99,0.99,white,703,0,13,0,0
3,0.1,0.99,0.99,white,704,0,19,10,0
3,0.1,0.99,0.99,white,705,0,20,0,10
3,0.1,0.99,0.99,white,706,0,22,0,0
3,0.1,0.99,0.99,white,707,0,20,0,10
3,0.1,0.99,0.99,white,708,0,33,10,0
3,0.1,0.99,0.99,white,709,0,9,10,0
3,0.1,0.99,0.99,white,710,0,21,0,0
3,0.1,0.99,0.99,white,711,0,12,0,10
3,0.1,0.99,0.99,white,712,0,18,0,0
3,0.1,0.99,0.99,white,713,0,17,0,0
3,0.1,0.99,0.99,white,714,0,21,10,0
3,0.1,0.99,0.99,white,715,0,37,10,0
3,0.1,0.99,0.99,white,716,0,11,0,0
3,0.1,0.99,0.99,white,717,0,14,0,0
3,0.1,0.99,0.99,white,718,0,23,0,0
3,0.1,0.99,0.99,white,719,0,26,0,10
3,0.1,0.99,0.99,white,720,0,16,0,10
3,0.1,0.99,0.99,white,721,0,28,0,0
3,0.1,0.99,0.99,white,722,0,26,0,0
3,0.1,0.99,0.99,white,723,0,18,0,0
3,0.1,0.99,0.99,white,724,0,46,0,10
3,0.1,0.99,0.99,white,725,0,12,0,0
3,0.1,0.99,0.99,white,726,0,21,10,0
3,0.1,0.99,0.99,white,727,0,18,0,0
3,0.1,0.99,0.99,white,728,0,21,10,0
3,0.1,0.99,0.99,white,729,0,17,0,0
3,0.1,0.99,0.99,white,730,0,15,10,0
3,0.1,0.99,0.99,white,731,0,17,10,0
3,0.1,0.99,0.99,white,732,0,22,0,10
3,0.1,0.99,0.99,white,733,0,31,10,0
3,0.1,0.99,0.99,white,734,0,33,0,0
3,0.1,0.99,0.99,white,735,0,15,0,0
3,0.1,0.99,0.99,white,736,0,35,10,0
3,0.1,0.99,0.99,white,737,0,13,10,0
3,0.1,0.99,0.99,white,738,0,15,0,0
3,0.1,0.99,0.99,white,739,0,24,0,0
3,0.1,0.99,0.99,white,740,0,22,0,10
3,0.1,0.99,0.99,white,741,0,19,0,0
3,0.1,0.99,0.99,white,742,0,20,0,0
3,0.1,0.99,0.99,white,743,0,16,0,0
3,0.1,0.99,0.99,white,744,0,18,0,10
3,0.1,0.99,0.99,white,745,0,21,10,0
3,0.1,0.99,0.99,white,746,0,23,10,0
3,0.1,0.99,0.99,white,747,0,15,10,0
3,0.1,0.99,0.99,white,748,0,47,0,0
3,0.1,0.99,0.99,white,749,0,23,0,0
3,0.1,0.99,0.99,white,750,0,21,10,0
3,0.1,0.99,0.99,white,751,0,25,10,0
3,0.1,0.99,0.99,white,752,0,18,0,10
3,0.1,0.99,0.99,white,753,0,17,10,0
3,0.1,0.99,0.99,white,754,0,13,10,0
3,0.1,0.99,0.99,white,755,0,18,0,0
3,0.1,0.99,0.99,white,756,0,25,0,0
3,0.1,0.99,0.99,white,757,0,22,0,10
3,0.1,0.99,0.99,white,758,0,17,0,0
3,0.1,0.99,0.99,white,759,0,15,10,0
3,0.1,0.99,0.99,white,760,0,22,0,10
3,0.1,0.99,0.99,white,761,0,17,10,0
3,0.1,0.99,0.99,white,762,0,11,0,0
3,0.1,0.99,0.99,white,763,0,43,10,0
3,0.1,0.99,0.99,white,764,0,23,0,0
3,0.1,0.99,0.99,white,765,0,27,0,0
3,0.1,0.99,0.99,white,766,0,30,0,0
3,0.1,0.99,0.99,white,767,0,27,10,0
3,0.1,0.99,0.99,white,768,0,28,0,10
3,0.1,0.99,0.99,white,769,0,26,0,10
3,0.1,0.99,0.99,white,770,0,9,10,0
3,0.1,0.99,0.99,white,771,0,41,0,0
3,0.1,0.99,0.99,white,772,0,30,0,0
3,0.1,0.99,0.99,white,773,0,12,0,0
3,0.1,0.99,0.99,white,774,0,22,0,10
3,0.1,0.99,0.99,white,775,0,13,10,0
3,0.1,0.99,0.99,white,776,0,17,0,0
3,0.1,0.99,0.99,white,777,0,27,0,0
3,0.1,0.99,0.99,white,778,0,13,0,0
3,0.1,0.99,0.99,white,779,0,13,10,0
3,0.1,0.99,0.99,white,780,0,18,0,0
3,0.1,0.99,0.99,white,781,0,12,0,0
3,0.1,0.99,0.99,white,782,0,26,0,0
3,0.1,0.99,0.99,white,783,0,21,10,0
3,0.1,0.99,0.99,white,784,0,19,0,0
3,0.1,0.99,0.99,white,785,0,40,0,10
3,0.1,0.99,0.99,white,786,0,35,10,0
3,0.1,0.99,0.99,white,787,0,17,0,0
3,0.1,0.99,0.99,white,788,0,39,10,0
3,0.1,0.99,0.99,white,789,0,22,0,10
3,0.1,0.99,0.99,white,790,0,28,0,10
3,0.1,0.99,0.99,white,791,0,14,0,0
3,0.1,0.99,0.99,white,792,0,15,0,0
3,0.1,0.99,0.99,white,793,0,13,0,0
3,0.1,0.99,0.99,white,794,0,15,0,0
3,0.1,0.99,0.99,white,795,0,12,0,10
3,0.1,0.99,0.99,white,796,0,25,0,0
3,0.1,0.99,0.99,white,797,0,23,10,0
3,0.1,0.99,0.99,white,798,0,19,10,0
3,0.1,0.99,0.99,white,799,0,18,0,0
3,0.1,0.99,0.99,white,800,0,11,10,0
3,0.1,0.99,0.99,white,801,0,21,10,0
3,0.1,0.99,0.99,white,802,0,14,0,10
3,0.1,0.99,0.99,white,803,0,28,0,0
3,0.1,0.99,0.99,white,804,0,15,10,0
3,0.1,0.99,0.99,white,805,0,22,0,0
3,0.1,0.99,0.99,white,806,0,22,0,10
3,0.1,0.99,0.99,white,807,0,14,0,0
3,0.1,0.99,0.99,white,808,0,19,10,0
3,0.1,0.99,0.99,white,809,0,20,0,0
3,0.1,0.99,0.99,white,810,0,12,0,10
3,0.1,0.99,0.99,white,811,0,10,0,0
3,0.1,0.99,0.99,white,812,0,26,0,0
3,0.1,0.99,0.99,white,813,0,32,0,10
3,0.1,0.99,0.99,white,814,0,17,0,0
3,0.1,0.99,0.99,white,815,0,16,0,10
3,0.1,0.99,0.99,white,816,0,21,0,0
3,0.1,0.99,0.99,white,817,0,37,10,0
3,0.1,0.99,0.99,white,818,0,29,0,0
3,0.1,0.99,0.99,white,819,0,12,0,0
3,0.1,0.99,0.99,white,820,0,21,0,0
3,0.1,0.99,0.99,white,821,0,15,10,0
3,0.1,0.99,0.99,white,822,0,17,0,0
3,0.1,0.99,0.99,white,823,0,23,0,0
3,0.1,0.99,0.99,white,824,0,15,0,0
3,0.1,0.99,0.99,white,825,0,18,0,0
3,0.1,0.99,0.99,white,826,0,16,0,10
3,0.1,0.99,0.99,white,827,0,11,10,0
3,0.1,0.99,0.99,white,828,0,24,0,0
3,0.1,0.99,0.99,white,829,0,31,0,0
3,0.1,0.99,0.99,white,830,0,14,0,0
3,0.1,0.99,0.99,white,831,0,10,0,10
3,0.1,0.99,0.99,white,832,0,19,0,0
3,0.1,0.99,0.99,white,833,0,24,0,0
3,0.1,0.99,0.99,white,834,0,27,10,0
3,0.1,0.99,0.99,white,835,0,12,0,10
3,0.1,0.99,0.99,white,836,0,18,0,0
3,0.1,0.99,0.99,white,837,0,23,0,0
3,0.1,0.99,0.99,white,838,0,24,0,0
3,0.1,0.99,0.99,white,839,0,16,0,0
3,0.1,0.99,0.99,white,840,0,25,0,0
3,0.1,0.99,0.99,white,841,0,29,10,0
3,0.1,0.99,0.99,white,842,0,10,0,10
3,0.1,0.99,0.99,white,843,0,12,0,0
3,0.1,0.99,0.99,white,844,0,15,0,0
3,0.1,0.99,0.99,white,845,0,17,0,0
3,0.1,0.99,0.99,white,846,0,11,0,0
3,0.1,0.99,0.99,white,847,0,20,0,10
3,0.1,0.99,0.99,white,848,0,15,10,0
