board_size,epsilon,gamma,alpha,starting_player,episode,trial_number,steps,reward_for_white_player,reward_for_black_player
3,0.1,0.99,0.99,white,58,0,22,0,0
3,0.1,0.99,0.99,white,59,0,14,0,0
3,0.1,0.99,0.99,white,60,0,25,10,0
3,0.1,0.99,0.99,white,61,0,10,0,0
3,0.1,0.99,0.99,white,62,0,23,0,0
3,0.1,0.99,0.99,white,63,0,13,0,0
3,0.1,0.99,0.99,white,64,0,32,0,0
3,0.1,0.99,0.99,white,65,0,18,0,10
3,0.1,0.99,0.99,white,66,0,31,0,0
3,0.1,0.99,0.99,white,67,0,26,0,0
3,0.1,0.99,0.99,white,68,0,16,0,0
3,0.1,0.99,0.99,white,69,0,33,0,0
3,0.1,0.99,0.99,white,70,0,22,0,10
3,0.1,0.99,0.99,white,71,0,27,0,0
3,0.1,0.99,0.99,white,72,0,25,0,0
3,0.1,0.99,0.99,white,73,0,16,0,10
3,0.1,0.99,0.99,white,74,0,16,0,0
3,0.1,0.99,0.99,white,75,0,36,0,0
3,0.1,0.99,0.99,white,76,0,9,10,0
3,0.1,0.99,0.99,white,77,0,28,0,10
3,0.1,0.99,0.99,white,78,0,26,0,10
3,0.1,0.99,0.99,white,79,0,38,0,0
3,0.1,0.99,0.99,white,80,0,11,10,0
3,0.1,0.99,0.99,white,81,0,16,0,0
3,0.1,0.99,0.99,white,82,0,21,0,0
3,0.1,0.99,0.99,white,83,0,14,0,0
3,0.1,0.99,0.99,white,84,0,21,0,0
3,0.1,0.99,0.99,white,85,0,20,0,0
3,0.1,0.99,0.99,white,86,0,17,0,0
3,0.1,0.99,0.99,white,87,0,34,0,0
3,0.1,0.99,0.99,white,88,0,20,0,0
3,0.1,0.99,0.99,white,89,0,42,0,0
3,0.1,0.99,0.99,white,90,0,27,0,0
3,0.1,0.99,0.99,white,91,0,25,0,0
3,0.1,0.99,0.99,white,92,0,14,0,0
3,0.1,0.99,0.99,white,93,0,14,0,0
3,0.1,0.99,0.99,white,94,0,21,0,0
3,0.1,0.99,0.99,white,95,0,19,10,0
3,0.1,0.99,0.99,white,96,0,13,0,0
3,0.1,0.99,0.99,white,97,0,24,0,10
3,0.1,0.99,0.99,white,98,0,15,10,0
3,0.1,0.99,0.99,white,99,0,11,10,0
3,0.1,0.99,0.99,white,100,0,28,0,10
3,0.1,0.99,0.99,white,101,0,29,10,0
3,0.1,0.99,0.99,white,102,0,21,10,0
3,0.1,0.99,0.99,white,103,0,25,0,0
3,0.1,0.99,0.99,white,104,0,34,0,10
3,0.1,0.99,0.99,white,105,0,30,0,0
3,0.1,0.99,0.99,white,106,0,27,0,0
3,0.1,0.99,0.99,white,107,0,42,0,0
3,0.1,0.99,0.99,white,108,0,22,0,10
3,0.1,0.99,0.99,white,109,0,13,10,0
3,0.1,0.99,0.99,white,110,0,21,10,0
3,0.1,0.99,0.99,white,111,0,23,0,0
3,0.1,0.99,0.99,white,112,0,29,0,0
3,0.1,0.99,0.99,white,113,0,23,0,0
3,0.1,0.99,0.99,white,114,0,15,10,0
3,0.1,0.99,0.99,white,115,0,13,0,0
3,0.1,0.99,0.99,white,116,0,25,0,0
3,0.1,0.99,0.99,white,117,0,24,0,10
3,0.1,0.99,0.99,white,118,0,15,10,0
3,0.1,0.99,0.99,white,119,0,13,0,0
3,0.1,0.99,0.99,white,120,0,17,0,0
3,0.1,0.99,0.99,white,121,0,12,0,10
3,0.1,0.99,0.99,white,122,0,17,0,0
3,0.1,0.99,0.99,white,123,0,27,0,0
3,0.1,0.99,0.99,white,124,0,15,0,0
3,0.1,0.99,0.99,white,125,0,17,0,0
3,0.1,0.99,0.99,white,126,0,22,0,10
3,0.1,0.99,0.99,white,127,0,33,10,0
3,0.1,0.99,0.99,white,128,0,20,0,10
3,0.1,0.99,0.99,white,129,0,10,0,0
3,0.1,0.99,0.99,white,130,0,21,0,0
3,0.1,0.99,0.99,white,131,0,24,0,0
3,0.1,0.99,0.99,white,132,0,17,10,0
3,0.1,0.99,0.99,white,133,0,16,0,10
3,0.1,0.99,0.99,white,134,0,12,0,0
3,0.1,0.99,0.99,white,135,0,19,10,0
3,0.1,0.99,0.99,white,136,0,20,0,0
3,0.1,0.99,0.99,white,137,0,21,0,0
3,0.1,0.99,0.99,white,138,0,12,0,10
3,0.1,0.99,0.99,white,139,0,22,0,10
3,0.1,0.99,0.99,white,140,0,20,0,0
3,0.1,0.99,0.99,white,141,0,13,10,0
3,0.1,0.99,0.99,white,142,0,14,0,0
3,0.1,0.99,0.99,white,143,0,27,0,0
3,0.1,0.99,0.99,white,144,0,26,0,0
3,0.1,0.99,0.99,white,145,0,20,0,0
3,0.1,0.99,0.99,white,146,0,20,0,0
3,0.1,0.99,0.99,white,147,0,12,0,10
3,0.1,0.99,0.99,white,148,0,15,10,0
3,0.1,0.99,0.99,white,149,0,14,0,10
3,0.1,0.99,0.99,white,150,0,36,0,0
3,0.1,0.99,0.99,white,151,0,23,10,0
3,0.1,0.99,0.99,white,152,0,13,10,0
3,0.1,0.99,0.99,white,153,0,29,0,0
3,0.1,0.99,0.99,white,154,0,13,0,0
3,0.1,0.99,0.99,white,155,0,28,0,0
3,0.1,0.99,0.99,white,156,0,17,10,0
3,0.1,0.99,0.99,white,157,0,21,10,0
3,0.1,0.99,0.99,white,158,0,30,0,10
3,0.1,0.99,0.99,white,159,0,18,0,0
3,0.1,0.99,0.99,white,160,0,11,10,0
3,0.1,0.99,0.99,white,161,0,30,0,10
3,0.1,0.99,0.99,white,162,0,18,0,0
3,0.1,0.99,0.99,white,163,0,16,0,0
3,0.1,0.99,0.99,white,164,0,21,0,0
3,0.1,0.99,0.99,white,165,0,20,0,0
3,0.1,0.99,0.99,white,166,0,21,10,0
3,0.1,0.99,0.99,white,167,0,17,0,0
3,0.1,0.99,0.99,white,168,0,13,0,0
3,0.1,0.99,0.99,white,169,0,22,0,10
3,0.1,0.99,0.99,white,170,0,26,0,0
3,0.1,0.99,0.99,white,171,0,25,0,0
3,0.1,0.99,0.99,white,172,0,15,10,0
3,0.1,0.99,0.99,white,173,0,19,10,0
3,0.1,0.99,0.99,white,174,0,23,10,0
3,0.1,0.99,0.99,white,175,0,15,0,0
3,0.1,0.99,0.99,white,176,0,33,10,0
3,0.1,0.99,0.99,white,177,0,14,0,0
3,0.1,0.99,0.99,white,178,0,14,0,0
3,0.1,0.99,0.99,white,179,0,18,0,0
3,0.1,0.99,0.99,white,180,0,12,0,0
3,0.1,0.99,0.99,white,181,0,22,0,0
3,0.1,0.99,0.99,white,182,0,27,0,0
3,0.1,0.99,0.99,white,183,0,14,0,0
3,0.1,0.99,0.99,white,184,0,15,10,0
3,0.1,0.99,0.99,white,185,0,16,0,10
3,0.1,0.99,0.99,white,186,0,30,0,10
3,0.1,0.99,0.99,white,187,0,13,0,0
3,0.1,0.99,0.99,white,188,0,12,0,10
3,0.1,0.99,0.99,white,189,0,23,0,0
3,0.1,0.99,0.99,white,190,0,30,0,10
3,0.1,0.99,0.99,white,191,0,32,0,0
3,0.1,0.99,0.99,white,192,0,24,0,10
3,0.1,0.99,0.99,white,193,0,28,0,0
3,0.1,0.99,0.99,white,194,0,25,0,0
3,0.1,0.99,0.99,white,195,0,21,0,0
3,0.1,0.99,0.99,white,196,0,16,0,0
3,0.1,0.99,0.99,white,197,0,12,0,10
3,0.1,0.99,0.99,white,198,0,12,0,10
3,0.1,0.99,0.99,white,199,0,14,0,0
3,0.1,0.99,0.99,white,200,0,14,0,0
3,0.1,0.99,0.99,white,201,0,21,10,0
3,0.1,0.99,0.99,white,202,0,16,0,10
3,0.1,0.99,0.99,white,203,0,17,0,0
3,0.1,0.99,0.99,white,204,0,14,0,0
3,0.1,0.99,0.99,white,205,0,15,10,0
3,0.1,0.99,0.99,white,206,0,22,0,10
3,0.1,0.99,0.99,white,207,0,9,0,0
3,0.1,0.99,0.99,white,208,0,10,0,0
3,0.1,0.99,0.99,white,209,0,14,0,0
3,0.1,0.99,0.99,white,210,0,38,0,0
3,0.1,0.99,0.99,white,211,0,13,10,0
3,0.1,0.99,0.99,white,212,0,13,0,0
3,0.1,0.99,0.99,white,213,0,21,10,0
3,0.1,0.99,0.99,white,214,0,23,0,0
3,0.1,0.99,0.99,white,215,0,11,0,0
3,0.1,0.99,0.99,white,216,0,17,0,0
3,0.1,0.99,0.99,white,217,0,29,0,0
3,0.1,0.99,0.99,white,218,0,19,0,0
3,0.1,0.99,0.99,white,219,0,15,0,0
3,0.1,0.99,0.99,white,220,0,42,0,0
3,0.1,0.99,0.99,white,221,0,11,0,0
3,0.1,0.99,0.99,white,222,0,13,10,0
3,0.1,0.99,0.99,white,223,0,15,0,0
3,0.1,0.99,0.99,white,224,0,24,0,0
3,0.1,0.99,0.99,white,225,0,21,10,0
3,0.1,0.99,0.99,white,226,0,27,0,0
3,0.1,0.99,0.99,white,227,0,38,0,0
3,0.1,0.99,0.99,white,228,0,25,0,0
3,0.1,0.99,0.99,white,229,0,31,10,0
3,0.1,0.99,0.99,white,230,0,29,10,0
3,0.1,0.99,0.99,white,231,0,17,10,0
3,0.1,0.99,0.99,white,232,0,23,0,0
3,0.1,0.99,0.99,white,233,0,15,0,0
3,0.1,0.99,0.99,white,234,0,29,0,0
3,0.1,0.99,0.99,white,235,0,30,0,10
3,0.1,0.99,0.99,white,236,0,22,0,10
3,0.1,0.99,0.99,white,237,0,23,0,0
3,0.1,0.99,0.99,white,238,0,11,10,0
3,0.1,0.99,0.99,white,239,0,15,10,0
3,0.1,0.99,0.99,white,240,0,12,0,0
3,0.1,0.99,0.99,white,241,0,18,0,0
3,0.1,0.99,0.99,white,242,0,16,0,0
3,0.1,0.99,0.99,white,243,0,12,0,0
3,0.1,0.99,0.99,white,244,0,29,10,0
3,0.1,0.99,0.99,white,245,0,12,0,0
3,0.1,0.99,0.99,white,246,0,19,0,0
3,0.1,0.99,0.99,white,247,0,17,10,0
3,0.1,0.99,0.99,white,248,0,14,0,0
3,0.1,0.99,0.99,white,249,0,19,0,0
3,0.1,0.99,0.99,white,250,0,48,0,0
3,0.1,0.99,0.99,white,251,0,16,0,10
3,0.1,0.99,0.99,white,252,0,13,10,0
3,0.1,0.99,0.99,white,253,0,10,0,0
3,0.1,0.99,0.99,white,254,0,26,0,0
3,0.1,0.99,0.99,white,255,0,21,0,0
3,0.1,0.99,0.99,white,256,0,29,10,0
3,0.1,0.99,0.99,white,257,0,18,0,0
3,0.1,0.99,0.99,white,258,0,28,0,0
3,0.1,0.99,0.99,white,259,0,18,0,10
3,0.1,0.99,0.99,white,260,0,22,0,0
3,0.1,0.99,0.99,white,261,0,9,10,0
3,0.1,0.99,0.99,white,262,0,20,0,10
3,0.1,0.99,0.99,white,263,0,16,0,0
3,0.1,0.99,0.99,white,264,0,27,0,0
3,0.1,0.99,0.99,white,265,0,36,0,10
3,0.1,0.99,0.99,white,266,0,24,0,10
3,0.1,0.99,0.99,white,267,0,36,0,0
3,0.1,0.99,0.99,white,268,0,29,0,0
3,0.1,0.99,0.99,white,269,0,20,0,10
3,0.1,0.99,0.99,white,270,0,34,0,0
3,0.1,0.99,0.99,white,271,0,18,0,10
3,0.1,0.99,0.99,white,272,0,18,0,10
3,0.1,0.99,0.99,white,273,0,33,0,0
3,0.1,0.99,0.99,white,274,0,17,0,0
3,0.1,0.99,0.99,white,275,0,22,0,0
3,0.1,0.99,0.99,white,276,0,43,0,0
3,0.1,0.99,0.99,white,277,0,13,10,0
3,0.1,0.99,0.99,white,278,0,34,0,10
3,0.1,0.99,0.99,white,279,0,14,0,0
3,0.1,0.99,0.99,white,280,0,36,0,0
3,0.1,0.99,0.99,white,281,0,14,0,0
3,0.1,0.99,0.99,white,282,0,16,0,10
3,0.1,0.99,0.99,white,283,0,33,0,0
3,0.1,0.99,0.99,white,284,0,17,10,0
3,0.1,0.99,0.99,white,285,0,33,0,0
3,0.1,0.99,0.99,white,286,0,16,0,0
3,0.1,0.99,0.99,white,287,0,28,0,10
3,0.1,0.99,0.99,white,288,0,9,10,0
3,0.1,0.99,0.99,white,289,0,40,0,10
3,0.1,0.99,0.99,white,290,0,13,0,0
3,0.1,0.99,0.99,white,291,0,20,0,0
3,0.1,0.99,0.99,white,292,0,27,0,0
3,0.1,0.99,0.99,white,293,0,12,0,0
3,0.1,0.99,0.99,white,294,0,29,0,0
3,0.1,0.99,0.99,white,295,0,29,10,0
3,0.1,0.99,0.99,white,296,0,23,10,0
3,0.1,0.99,0.99,white,297,0,10,0,10
3,0.1,0.99,0.99,white,298,0,13,0,0
3,0.1,0.99,0.99,white,299,0,15,10,0
3,0.1,0.99,0.99,white,300,0,13,10,0
3,0.1,0.99,0.99,white,301,0,24,0,10
3,0.1,0.99,0.99,white,302,0,22,0,10
3,0.1,0.99,0.99,white,303,0,26,0,10
3,0.1,0.99,0.99,white,304,0,14,0,10
3,0.1,0.99,0.99,white,305,0,16,0,10
3,0.1,0.99,0.99,white,306,0,21,0,0
3,0.1,0.99,0.99,white,307,0,34,0,0
3,0.1,0.99,0.99,white,308,0,13,0,0
3,0.1,0.99,0.99,white,309,0,24,0,10
3,0.1,0.99,0.99,white,310,0,17,0,0
3,0.1,0.99,0.99,white,311,0,40,0,0
3,0.1,0.99,0.99,white,312,0,25,10,0
3,0.1,0.99,0.99,white,313,0,26,0,0
3,0.1,0.99,0.99,white,314,0,20,0,10
3,0.1,0.99,0.99,white,315,0,31,0,0
3,0.1,0.99,0.99,white,316,0,34,0,0
3,0.1,0.99,0.99,white,317,0,29,0,0
3,0.1,0.99,0.99,white,318,0,17,10,0
3,0.1,0.99,0.99,white,319,0,19,0,0
3,0.1,0.99,0.99,white,320,0,29,0,0
3,0.1,0.99,0.99,white,321,0,8,0,10
3,0.1,0.99,0.99,white,322,0,16,0,10
3,0.1,0.99,0.99,white,323,0,26,0,10
3,0.1,0.99,0.99,white,324,0,21,10,0
3,0.1,0.99,0.99,white,325,0,17,0,0
3,0.1,0.99,0.99,white,326,0,31,10,0
3,0.1,0.99,0.99,white,327,0,14,0,0
3,0.1,0.99,0.99,white,328,0,16,0,0
3,0.1,0.99,0.99,white,329,0,44,0,0
3,0.1,0.99,0.99,white,330,0,21,0,0
3,0.1,0.99,0.99,white,331,0,26,0,10
3,0.1,0.99,0.99,white,332,0,20,0,10
3,0.1,0.99,0.99,white,333,0,24,0,10
3,0.1,0.99,0.99,white,334,0,24,0,0
3,0.1,0.99,0.99,white,335,0,18,0,0
3,0.1,0.99,0.99,white,336,0,16,0,10
3,0.1,0.99,0.99,white,337,0,35,0,0
3,0.1,0.99,0.99,white,338,0,23,0,0
3,0.1,0.99,0.99,white,339,0,28,0,0
3,0.1,0.99,0.99,white,340,0,29,0,0
3,0.1,0.99,0.99,white,341,0,12,0,0
3,0.1,0.99,0.99,white,342,0,24,0,0
3,0.1,0.99,0.99,white,343,0,14,0,0
3,0.1,0.99,0.99,white,344,0,20,0,0
3,0.1,0.99,0.99,white,345,0,30,0,10
3,0.1,0.99,0.99,white,346,0,26,0,0
3,0.1,0.99,0.99,white,347,0,20,0,10
3,0.1,0.99,0.99,white,348,0,38,0,0
3,0.1,0.99,0.99,white,349,0,16,0,0
3,0.1,0.99,0.99,white,350,0,25,0,0
3,0.1,0.99,0.99,white,351,0,37,0,0
3,0.1,0.99,0.99,white,352,0,31,10,0
3,0.1,0.99,0.99,white,353,0,14,0,10
3,0.1,0.99,0.99,white,354,0,20,0,0
3,0.1,0.99,0.99,white,355,0,26,0,10
3,0.1,0.99,0.99,white,356,0,29,10,0
3,0.1,0.99,0.99,white,357,0,27,0,0
3,0.1,0.99,0.99,white,358,0,46,0,10
3,0.1,0.99,0.99,white,359,0,16,0,0
3,0.1,0.99,0.99,white,360,0,12,0,0
3,0.1,0.99,0.99,white,361,0,29,0,0
3,0.1,0.99,0.99,white,362,0,10,0,0
3,0.1,0.99,0.99,white,363,0,11,10,0
3,0.1,0.99,0.99,white,364,0,12,0,0
3,0.1,0.99,0.99,white,365,0,25,0,0
3,0.1,0.99,0.99,white,366,0,38,0,10
3,0.1,0.99,0.99,white,367,0,17,10,0
3,0.1,0.99,0.99,white,368,0,16,0,0
3,0.1,0.99,0.99,white,369,0,18,0,0
3,0.1,0.99,0.99,white,370,0,21,0,0
3,0.1,0.99,0.99,white,371,0,24,0,0
3,0.1,0.99,0.99,white,372,0,30,0,0
3,0.1,0.99,0.99,white,373,0,11,10,0
3,0.1,0.99,0.99,white,374,0,17,0,0
3,0.1,0.99,0.99,white,375,0,28,0,0
3,0.1,0.99,0.99,white,376,0,11,0,0
3,0.1,0.99,0.99,white,377,0,29,0,0
3,0.1,0.99,0.99,white,378,0,42,0,0
3,0.1,0.99,0.99,white,379,0,20,0,10
3,0.1,0.99,0.99,white,380,0,12,0,10
3,0.1,0.99,0.99,white,381,0,9,10,0
3,0.1,0.99,0.99,white,382,0,17,0,0
3,0.1,0.99,0.99,white,383,0,15,10,0
3,0.1,0.99,0.99,white,384,0,22,0,0
3,0.1,0.99,0.99,white,385,0,15,0,0
3,0.1,0.99,0.99,white,386,0,17,0,0
3,0.1,0.99,0.99,white,387,0,12,0,10
3,0.1,0.99,0.99,white,388,0,27,10,0
3,0.1,0.99,0.99,white,389,0,20,0,10
3,0.1,0.99,0.99,white,390,0,17,0,0
3,0.1,0.99,0.99,white,391,0,18,0,0
3,0.1,0.99,0.99,white,392,0,20,0,10
3,0.1,0.99,0.99,white,393,0,25,0,0
3,0.1,0.99,0.99,white,394,0,9,10,0
3,0.1,0.99,0.99,white,395,0,10,0,0
3,0.1,0.99,0.99,white,396,0,9,10,0
3,0.1,0.99,0.99,white,397,0,22,0,10
3,0.1,0.99,0.99,white,398,0,28,0,0
3,0.1,0.99,0.99,white,399,0,11,10,0
3,0.1,0.99,0.99,white,400,0,21,10,0
3,0.1,0.99,0.99,white,401,0,26,0,0
3,0.1,0.99,0.99,white,402,0,11,0,0
3,0.1,0.99,0.99,white,403,0,16,0,0
3,0.1,0.99,0.99,white,404,0,20,0,10
3,0.1,0.99,0.99,white,405,0,27,0,0
3,0.1,0.99,0.99,white,406,0,22,0,0
3,0.1,0.99,0.99,white,407,0,17,0,0
3,0.1,0.99,0.99,white,408,0,17,0,0
3,0.1,0.99,0.99,white,409,0,19,10,0
3,0.1,0.99,0.99,white,410,0,15,0,0
3,0.1,0.99,0.99,white,411,0,18,0,0
3,0.1,0.99,0.99,white,412,0,29,10,0
3,0.1,0.99,0.99,white,413,0,20,0,0
3,0.1,0.99,0.99,white,414,0,11,0,0
3,0.1,0.99,0.99,white,415,0,16,0,0
3,0.1,0.99,0.99,white,416,0,14,0,10
3,0.1,0.99,0.99,white,417,0,16,0,0
3,0.1,0.99,0.99,white,418,0,11,10,0
3,0.1,0.99,0.99,white,419,0,18,0,0
3,0.1,0.99,0.99,white,420,0,24,0,10
3,0.1,0.99,0.99,white,421,0,40,0,0
3,0.1,0.99,0.99,white,422,0,16,0,10
3,0.1,0.99,0.99,white,423,0,13,10,0
3,0.1,0.99,0.99,white,424,0,18,0,0
3,0.1,0.99,0.99,white,425,0,21,0,0
3,0.1,0.99,0.99,white,426,0,26,0,0
3,0.1,0.99,0.99,white,427,0,19,0,0
3,0.1,0.99,0.99,white,428,0,62,0,0
3,0.1,0.99,0.99,white,429,0,6,0,10
3,0.1,0.99,0.99,white,430,0,20,0,0
3,0.1,0.99,0.99,white,431,0,16,0,10
3,0.1,0.99,0.99,white,432,0,9,0,0
3,0.1,0.99,0.99,white,433,0,15,10,0
3,0.1,0.99,0.99,white,434,0,45,10,0
3,0.1,0.99,0.99,white,435,0,20,0,10
3,0.1,0.99,0.99,white,436,0,21,0,0
3,0.1,0.99,0.99,white,437,0,17,10,0
3,0.1,0.99,0.99,white,438,0,26,0,10
3,0.1,0.99,0.99,white,439,0,18,0,0
3,0.1,0.99,0.99,white,440,0,22,0,10
3,0.1,0.99,0.99,white,441,0,14,0,10
3,0.1,0.99,0.99,white,442,0,25,10,0
3,0.1,0.99,0.99,white,443,0,19,10,0
3,0.1,0.99,0.99,white,444,0,19,0,0
3,0.1,0.99,0.99,white,445,0,31,0,0
3,0.1,0.99,0.99,white,446,0,16,0,0
3,0.1,0.99,0.99,white,447,0,47,10,0
3,0.1,0.99,0.99,white,448,0,17,10,0
3,0.1,0.99,0.99,white,449,0,25,0,0
3,0.1,0.99,0.99,white,450,0,26,0,0
3,0.1,0.99,0.99,white,451,0,13,10,0
3,0.1,0.99,0.99,white,452,0,22,0,0
3,0.1,0.99,0.99,white,453,0,25,10,0
3,0.1,0.99,0.99,white,454,0,10,0,10
3,0.1,0.99,0.99,white,455,0,36,0,0
3,0.1,0.99,0.99,white,456,0,17,0,0
3,0.1,0.99,0.99,white,457,0,14,0,0
3,0.1,0.99,0.99,white,458,0,27,0,0
3,0.1,0.99,0.99,white,459,0,23,0,0
3,0.1,0.99,0.99,white,460,0,18,0,0
3,0.1,0.99,0.99,white,461,0,24,0,10
3,0.1,0.99,0.99,white,462,0,44,0,10
3,0.1,0.99,0.99,white,463,0,11,10,0
3,0.1,0.99,0.99,white,464,0,17,10,0
3,0.1,0.99,0.99,white,465,0,27,0,0
3,0.1,0.99,0.99,white,466,0,12,0,0
3,0.1,0.99,0.99,white,467,0,25,10,0
3,0.1,0.99,0.99,white,468,0,17,0,0
3,0.1,0.99,0.99,white,469,0,44,0,10
3,0.1,0.99,0.99,white,470,0,15,10,0
3,0.1,0.99,0.99,white,471,0,31,10,0
3,0.1,0.99,0.99,white,472,0,21,0,0
3,0.1,0.99,0.99,white,473,0,17,0,0
3,0.1,0.99,0.99,white,474,0,14,0,10
3,0.1,0.99,0.99,white,475,0,25,10,0
3,0.1,0.99,0.99,white,476,0,9,0,0
3,0.1,0.99,0.99,white,477,0,24,0,0
3,0.1,0.99,0.99,white,478,0,23,0,0
3,0.1,0.99,0.99,white,479,0,16,0,10
3,0.1,0.99,0.99,white,480,0,13,0,0
3,0.1,0.99,0.99,white,481,0,14,0,10
3,0.1,0.99,0.99,white,482,0,29,0,0
3,0.1,0.99,0.99,white,483,0,21,10,0
3,0.1,0.99,0.99,white,484,0,21,10,0
3,0.1,0.99,0.99,white,485,0,23,0,0
3,0.1,0.99,0.99,white,486,0,33,10,0
3,0.1,0.99,0.99,white,487,0,26,0,0
3,0.1,0.99,0.99,white,488,0,20,0,0
3,0.1,0.99,0.99,white,489,0,18,0,10
3,0.1,0.99,0.99,white,490,0,24,0,0
3,0.1,0.99,0.99,white,491,0,28,0,0
3,0.1,0.99,0.99,white,492,0,37,0,0
3,0.1,0.99,0.99,white,493,0,15,10,0
3,0.1,0.99,0.99,white,494,0,16,0,0
3,0.1,0.99,0.99,white,495,0,19,0,0
3,0.1,0.99,0.99,white,496,0,19,10,0
3,0.1,0.99,0.99,white,497,0,22,0,0
3,0.1,0.99,0.99,white,498,0,23,0,0
3,0.1,0.99,0.99,white,499,0,23,10,0
3,0.1,0.99,0.99,white,500,0,29,0,0
3,0.1,0.99,0.99,white,501,0,25,0,0
3,0.1,0.99,0.99,white,502,0,8,0,10
3,0.1,0.99,0.99,white,503,0,20,0,10
3,0.1,0.99,0.99,white,504,0,20,0,10
3,0.1,0.99,0.99,white,505,0,18,0,0
3,0.1,0.99,0.99,white,506,0,20,0,10
3,0.1,0.99,0.99,white,507,0,31,0,0
3,0.1,0.99,0.99,white,508,0,21,10,0
3,0.1,0.99,0.99,white,509,0,13,0,0
3,0.1,0.99,0.99,white,510,0,19,0,0
3,0.1,0.99,0.99,white,511,0,25,0,0
3,0.1,0.99,0.99,white,512,0,34,0,0
3,0.1,0.99,0.99,white,513,0,15,10,0
3,0.1,0.99,0.99,white,514,0,23,10,0
3,0.1,0.99,0.99,white,515,0,14,0,10
3,0.1,0.99,0.99,white,516,0,24,0,10
3,0.1,0.99,0.99,white,517,0,28,0,0
3,0.1,0.99,0.99,white,518,0,23,10,0
3,0.1,0.99,0.99,white,519,0,12,0,10
3,0.1,0.99,0.99,white,520,0,32,0,10
3,0.1,0.99,0.99,white,521,0,38,0,10
3,0.1,0.99,0.99,white,522,0,14,0,0
3,0.1,0.99,0.99,white,523,0,24,0,0
3,0.1,0.99,0.99,white,524,0,12,0,10
3,0.1,0.99,0.99,white,525,0,14,0,10
3,0.1,0.99,0.99,white,526,0,40,0,0
3,0.1,0.99,0.99,white,527,0,28,0,10
3,0.1,0.99,0.99,white,528,0,24,0,0
3,0.1,0.99,0.99,white,529,0,31,0,0
3,0.1,0.99,0.99,white,530,0,18,0,10
3,0.1,0.99,0.99,white,531,0,36,0,10
3,0.1,0.99,0.99,white,532,0,23,10,0
3,0.1,0.99,0.99,white,533,0,11,0,0
