board_size,epsilon,trial_number,steps,reward_for_white_player,reward_for_black_player
3,white,0,15,0,0
3,white,1,11,0,0
3,white,2,14,0,0
3,white,3,25,0,0
3,white,4,25,0,0
3,white,5,14,0,0
3,white,6,17,0,0
3,white,7,22,0,0
3,white,8,18,0,0
3,white,9,33,0,0
3,white,10,17,0,0
3,white,11,23,0,0
3,white,12,17,0,0
3,white,13,23,0,0
3,white,14,21,0,0
3,white,15,34,0,0
3,white,16,17,0,0
3,white,17,12,0,0
3,white,18,18,0,0
3,white,19,21,0,0
3,white,20,17,0,0
3,white,21,28,0,0
3,white,22,13,0,0
3,white,23,16,0,0
3,white,24,12,0,0
3,white,25,10,0,0
3,white,26,12,0,0
3,white,27,8,0,0
3,white,28,11,0,0
3,white,29,28,0,0
3,white,30,19,0,0
3,white,31,13,0,0
3,white,32,20,0,0
3,white,33,15,0,0
3,white,34,14,0,0
3,white,35,15,0,0
3,white,36,18,0,0
3,white,37,17,0,0
3,white,38,48,0,0
3,white,39,38,0,0
3,white,40,26,0,0
3,white,41,18,0,0
3,white,42,12,0,0
3,white,43,16,0,0
3,white,44,18,0,0
3,white,45,19,0,0
3,white,46,18,0,0
3,white,47,28,0,0
3,white,48,17,0,0
3,white,49,15,0,0
3,white,50,17,0,0
3,white,51,10,0,0
3,white,52,19,0,0
3,white,53,20,0,0
3,white,54,17,0,0
3,white,55,16,0,0
3,white,56,28,0,0
3,white,57,25,0,0
3,white,58,24,0,0
3,white,59,25,0,0
3,white,60,15,0,0
3,white,61,14,0,0
3,white,62,24,0,0
3,white,63,12,0,0
3,white,64,12,0,0
3,white,65,11,0,0
3,white,66,27,0,0
3,white,67,14,0,0
3,white,68,23,0,0
3,white,69,17,0,0
3,white,70,15,0,0
3,white,71,10,0,0
3,white,72,14,0,0
3,white,73,24,0,0
3,white,74,23,0,0
3,white,75,21,0,0
3,white,76,24,0,0
3,white,77,12,0,0
3,white,78,17,0,0
3,white,79,15,0,0
3,white,80,23,0,0
3,white,81,22,0,0
3,white,82,21,0,0
3,white,83,14,0,0
3,white,84,22,0,0
3,white,85,19,0,0
3,white,86,16,0,0
3,white,87,27,0,0
3,white,88,21,0,0
3,white,89,17,0,0
3,white,90,10,0,0
3,white,91,21,0,0
3,white,92,13,0,0
3,white,93,22,0,0
3,white,94,39,0,0
3,white,95,20,0,0
3,white,96,18,0,0
3,white,97,16,0,0
3,white,98,13,0,0
3,white,99,35,0,0
3,black,0,18,0,0
3,black,1,19,0,0
3,black,2,13,0,0
3,black,3,22,0,0
3,black,4,13,0,0
3,black,5,15,0,0
3,black,6,11,0,0
3,black,7,20,0,0
3,black,8,31,0,0
3,black,9,34,0,0
3,black,10,19,0,0
3,black,11,14,0,0
3,black,12,15,0,0
3,black,13,17,0,0
3,black,14,21,0,0
3,black,15,9,0,0
3,black,16,28,0,0
3,black,17,18,0,0
3,black,18,22,0,0
3,black,19,15,0,0
3,black,20,15,0,0
3,black,21,28,0,0
3,black,22,17,0,0
3,black,23,15,0,0
3,black,24,18,0,0
3,black,25,18,0,0
3,black,26,17,0,0
3,black,27,29,0,0
3,black,28,10,0,0
3,black,29,19,0,0
3,black,30,35,0,0
3,black,31,25,0,0
3,black,32,16,0,0
3,black,33,21,0,0
3,black,34,26,0,0
3,black,35,24,0,0
3,black,36,20,0,0
3,black,37,27,0,0
3,black,38,15,0,0
3,black,39,25,0,0
3,black,40,39,0,0
3,black,41,18,0,0
3,black,42,16,0,0
3,black,43,36,0,0
3,black,44,36,0,0
3,black,45,14,0,0
3,black,46,12,0,0
3,black,47,18,0,0
3,black,48,15,0,0
3,black,49,17,0,0
3,black,50,17,0,0
