board_size,mcts_expansion_depth,mcts_expansion_epsilon,mcts_iterations,rollout_runs,trial_number,steps,reward_for_white_player,reward_for_black_player,knowledge_graph_nodes,knowledge_graph_total_rollouts
3,1,1.0,3,1,36,33,0,0,2141,27910
3,1,1.0,3,1,37,18,0,0,2195,28494
3,1,1.0,3,1,38,17,0,0,2245,29021
3,1,1.0,3,1,39,26,0,0,2322,30162
3,1,1.0,3,1,40,11,10,0,2355,30408
3,1,1.0,3,1,41,17,0,0,2406,30934
3,1,1.0,3,1,42,19,10,0,2462,31576
3,1,1.0,3,1,43,36,0,0,2569,33707
3,1,1.0,3,1,44,21,10,0,2632,34488
3,1,1.0,3,1,45,27,10,0,2712,35725
3,1,1.0,3,1,46,12,0,0,2748,36014
3,1,1.0,3,1,47,16,0,0,2795,36487
3,1,1.0,3,1,48,31,10,0,2886,38094
3,1,1.0,3,1,49,14,0,0,2928,38468
3,1,1.0,3,1,50,11,10,0,2961,38716
3,1,1.0,3,1,51,17,10,0,3012,39253
3,1,1.0,3,1,52,23,10,0,3081,40169
3,1,1.0,3,1,53,21,10,0,3144,40956
3,1,1.0,3,1,54,23,10,0,3212,41878
3,1,1.0,3,1,55,25,0,0,3285,42952
3,1,1.0,3,1,56,11,10,0,3318,43198
3,1,1.0,3,1,57,15,10,0,3363,43622
3,1,1.0,3,1,58,13,10,0,3401,43953
3,1,1.0,3,1,59,16,0,0,3448,44433
3,1,1.0,3,1,60,19,0,0,3504,45084
3,1,1.0,3,1,61,19,0,0,3560,45746
3,1,1.0,3,1,62,24,0,0,3632,46738
3,1,1.0,3,1,63,16,0,0,3680,47224
3,1,1.0,3,1,64,14,0,0,3722,47598
3,1,1.0,3,1,65,18,0,0,3776,48187
3,1,1.0,3,1,66,17,0,0,3826,48722
3,1,1.0,3,1,67,14,0,0,3868,49099
3,1,1.0,3,1,68,11,10,0,3901,49347
3,1,1.0,3,1,69,14,0,0,3943,49727
3,1,1.0,3,1,70,25,0,0,4018,50803
3,1,1.0,3,1,71,23,0,0,4086,51731
3,1,1.0,3,1,72,19,10,0,4143,52377
3,1,1.0,3,1,73,23,0,0,4211,53293
3,1,1.0,3,1,74,26,0,0,4288,54451
3,1,1.0,3,1,75,23,0,0,4355,55368
3,1,1.0,3,1,76,12,0,0,4391,55662
3,1,1.0,3,1,77,11,0,0,4423,55913
3,1,1.0,3,1,78,18,0,0,4477,56502
3,1,1.0,3,1,79,35,0,0,4580,58521
3,1,1.0,3,1,80,18,0,10,4633,59119
3,1,1.0,3,1,81,17,10,0,4684,59655
3,1,1.0,3,1,82,29,10,0,4770,61079
3,1,1.0,3,1,83,32,0,10,4866,62789
3,1,1.0,3,1,84,12,0,0,4901,63080
3,1,1.0,3,1,85,18,0,10,4955,63671
3,1,1.0,3,1,86,21,10,0,5017,64453
3,1,1.0,3,1,87,25,0,0,5090,65529
3,1,1.0,3,1,88,12,0,10,5125,65817
3,1,1.0,3,1,89,25,10,0,5199,66894
3,1,1.0,3,1,90,13,0,0,5238,67229
3,1,1.0,3,1,91,15,10,0,5283,67651
3,1,1.0,3,1,92,11,10,0,5316,67905
3,1,1.0,3,1,93,21,10,0,5379,68686
3,1,1.0,3,1,94,21,10,0,5441,69476
3,1,1.0,3,1,95,17,10,0,5492,70014
3,1,1.0,3,1,96,11,10,0,5525,70273
3,1,1.0,3,1,97,27,10,0,5606,71523
3,1,1.0,3,1,98,20,0,0,5666,72241
3,1,1.0,3,1,99,23,10,0,5734,73167
3,1,1.0,3,10,0,37,10,0,110,22340
3,1,1.0,3,10,1,15,10,0,155,26450
3,1,1.0,3,10,2,10,0,0,185,28430
3,1,1.0,3,10,3,14,0,0,227,32040
3,1,1.0,3,10,4,25,10,0,302,42640
3,1,1.0,3,10,5,11,10,0,335,45000
3,1,1.0,3,10,6,13,10,0,374,48260
3,1,1.0,3,10,7,19,10,0,431,54680
3,1,1.0,3,10,8,9,10,0,458,56390
3,1,1.0,3,10,9,19,10,0,514,62760
3,1,1.0,3,10,10,24,0,0,586,72670
3,1,1.0,3,10,11,11,10,0,619,75070
3,1,1.0,3,10,12,11,10,0,652,77470
3,1,1.0,3,10,13,17,10,0,703,82740
3,1,1.0,3,10,14,17,10,0,754,88000
3,1,1.0,3,10,15,25,10,0,827,98740
3,1,1.0,3,10,16,11,10,0,860,101170
3,1,1.0,3,10,17,31,10,0,953,117190
3,1,1.0,3,10,18,24,0,0,1024,127100
3,1,1.0,3,10,19,20,0,0,1083,134180
3,1,1.0,3,10,20,11,10,0,1116,136580
3,1,1.0,3,10,21,28,0,0,1200,149820
3,1,1.0,3,10,22,19,10,0,1257,156300
